,bad_word,frequency
289,سيري يالحولة,1
290,مونيا حمر,1
291,ماشي مربية,1
292,ياخي جايحة,1
293,ضعف شخصية,1
294,ياخي مزعوقة,1
295,مكبر جبهتك,1
296,دراهم يماك,1
297,تفوه عليك,1
298,تباني متحولة,1
299,انت خرية,1
300,خرية اتت,1
301,جرانا زرزومية,1
302,وجه البخس,1
303,رنكي,1
304,الله يدلك,1
305,خلاصت حكايتك,1
306,شحال تكذبي,1
307,امنتوها كذابة,1
308,بلاد القاف,1
309,تبقاي رخيسة,1
310,نعناعة التافهة,1
311,مستوى 00,1
312,تستهلي كتر,1
313,تعيي مكروهة,1
314,الى المزبلة,1
315,ريوڨ ريوڨ,1
316,الخوف يهدر,1
317,ختفو عليك,1
318,كذابة ثاني,1
319,كلي خرى,1
320,روحي ت,1
321,وجه نمي,1
322,روح تعطيه,1
323,شحال متعجبينيش,1
324,شحال متعجبينيس,1
325,روحي تع,1
326,تفو عليكم,1
327,فيحا خمجا,1
328,كبير وتكذب,1
329,قيو,1
330,هاني نريڨ,1
331,كبيرة وجايحة,1
332,تفو عليك,1
333,جبهتك صافا,1
334,الله يذلك,2
335,ماشي مربيا,1
336,روحي ادوري,1
337,نتي خرا,1
338,مزلك تكذبي,1
339,كذابة وبلعاطة,1
340,نعناعة مكبوتا,1
341,وجها مطلص,1
342,تفوه رخيسة,1
343,تکذبي,1
344,ياو فاقو,1
345,ياو قيو,1
346,باه يترباو,1
347,عيب عليك,1
348,وجه صحيح,1
349,وقحة ساقطة,1
350,دايرة كي,1
351,نحتشون يماك,1
352,سوتك الخامجة,1
353,يعطيهالك نشاله,1
354,خامجة وفرات,1
355,باختصار رخيصة,1
356,نقصة تريية,1
357,شبهة السطل,1
358,جهناما تكلك,1
359,نعراص تاعك,1
360,يا سوسيال,1
361,انتي 0,1
362,ياوجه كاويتشو,1
363,علاه تكذب,1
364,سوق لخماج,1
365,ترباي,1
366,واش تحلبتي,1
367,ياخي طالوشة,1
368,انتي شيطانا,1
369,انعدين باباك,1
370,لجبري لتحلاب,1
371,تستاهلي كلبتي,1
372,وجهك كي,1
373,افضحي النقوشه,1
374,متكذبيش يالكذابة,1
375,المغتصب خصو الاعدام,1
376,انتي ماشي مسلمة,1
377,روحي انصحي روحك,1
378,كافيا تاع الصح,1
379,غول مشي مربيا,1
380,وجهك صحيح تهدري,1
381,وعذاب القبر نسيتيه,1
382,نتيا مرة نتي,1
383,ونتي فرحانة بروحك,1
384,شكون لي رخيسا,1
385,مريضة نفسيا مسكينة,1
386,لقصاص نطبقو عليك,1
387,ترباي نتيا برك,1
388,ربي يهديك ياموسطاشة,1
389,ادي جبهتك وحكايتك,1
390,نتي واش دخلك,1
391,لازم توزني كلامك,1
392,بالعي فمك,1
393,جبهة كي سرالها,1
394,نحملهاش هاذ المخلوقة,1
395,بلعي فمك وحشمي,1
396,امشي اتحجبي وترباي,1
397,فمك جبهتك قدقد,1
398,قبح الله وجهك,1
399,وحد منهم نتيا,1
400,بهدلتينا يا طلابة,1
401,نت وحادة مهبول,1
402,مانسحقوش لي يربينا,1
403,نتي هيا امريدا,1
404,شكون هاد جرانة,1
405,تجمعي وماكيش حاشمة,1
406,ترخف انت وهي,1
407,انتي انسانة مكروها,1
408,اهدري بالعربية يالبدوية,1
409,عندها جبهة التحرير,1
410,وتزيد تكذب,1
411,من هذا البوكمون,1
412,بوجبهة مكاموفليا بالشعر,1
413,تكذبي وبزاف تاني,1
414,جبهتك والكل يضحك,1
415,تروحي ماشي خير,1
416,اعقاقي طلعي القلب,1
417,شكون الطحانين لعرضوها,1
418,روحي تخري بعيد,1
419,في سلة المهملات,1
420,تفوه وجه الشر,1
421,الجزاير مرحاض فرنسا,1
422,قيو الزلط واعر,1
423,الله لاتربحك نشالله,1
424,بركاي بلاكدب اف,1
425,روحي تلعبي بعيد,1
426,ادي حكايتك بعيد,1
427,خريه مهما بررتي,1
428,قييو راهم فاقو,1
429,امشي تخراي بعيد,1
430,مزالك عايشة الجبهة,1
431,الزبلة درتولها الشان,1
432,نحي اعلينا لخمج,1
433,بودماغ شوشا تاعك,1
434,وتزوجها مسكينة بارت,1
435,ياو فاقو نعناعة,1
436,يخي خرية يخي,1
437,اضربو يعرف مضربو,1
438,اتفه مخلوقات الجزاير,1
439,الجبهة تاعك ختيتو,1
440,كاين المرخس بزاف,1
441,لا نحتاج امثالكي,1
442,متحشميش وجهك صحيح,1
443,طز فى وجهك,1
444,راهم فاقو طز,1
445,فاقو احكيها لبيبيط,1
446,كذابة على الشعب,1
447,حكام العسكر الخبيث,1
448,سو تاع امك,1
449,يحق راص تاعك,1
450,يحبو نيكو معليش,1
451,اعطيلهم ونحيلهم الكبت,1
452,برتي برابي نشاله,1
453,حشا خلق ربي,1
454,ياودي انت هيشة,1
455,يا خي مهرجهة,1
456,خامجة خماج تفواا,1
457,تفو خماج وشكرا,1
458,نتيا نسيتي روحك,1
459,نحكمها نفعل فيها,1
460,حلبوها ولات تكبر,1
461,20 دورو مصدي,1
462,انت حاشاك والسلام,1
463,قادري روحك يالالا,1
464,الله لا تربحك,1
465,عروس الزيڨوات,1
466,انسانة مهيش متربية,1
467,القصاص يطبق عليك,1
468,دير كلو مكيج,1
469,الجزايري نقش كبير,1
470,ڨالتها جبهتك جبرية,1
471,بقداه تبات الليلة,1
472,وشبيه هذي تخلط,1
473,ما ممربياش طفلة,1
474,التبهدايل كامل عندها,1
475,منيا غير متربية,1
476,متستاهلش الرد اصلا,1
477,خلينا من القح,1
478,كنت نحبك بصح كرهت,1
479,شحال نكرهها تشبه للحلوف,1
480,حبهت تحرير اعطيناكي عهدا,1
481,هدري نيشان يا العڨونى,1
482,واش حسبة روحك ويلا,1
483,الكحل ديرة حتى الوذنه,1
484,سمحيلي بصح قمح مشرك,1
485,روحي ترقدي على روحك,1
486,عندها الحق شعب جايح,1
487,علاه تهدر هك تعي,1
488,مالكي تعوجي في فمك,1
489,ريحا تعدم الشعب الجزايري,1
490,تبهدلي ياوحد الحلوفة الكافرة,1
491,نتي هيا كيف كيف,1
492,فمك كثر من جبهتك,1
493,حلابين الله غالب متفهموش,1
494,مسكين راح تروح للحبس,1
495,علاه انتي راكي مسلم,1
496,جبهة زطل كيلو ورطل,1
497,وجهك روشي صحيح تفو,1
498,هاد وجه يريق عليه,1
499,كلمة حيوانات شويا صعيبة,1
500,او هي نسات روحها,1
501,هنا شحال غشيتك بزاف,1
502,لابسة صليب في صدرك,1
503,عندك راس تاع دواب,1
504,باينة كانت جيعانة وشبعت,1
505,ربي روحك مسحقينالكش تربينا,1
506,لحم رخيس حلبات براني,1
507,الغباء لو كان انسانا,1
508,تعوج فمها يخي خمبلوشة,1
509,واشكون انت يا حلوف,1
510,واش خامج في هضرتها,1
511,جبهتك وسركاجي كيف كيف,1
512,خرية ناطقة حاشا الناس,1
513,مازالكي دوري انا كرهتك,1
514,وجهك صحيح يا متعجرفة,1
515,امشي قلبي وجهك برك,1
516,شيطان في صورة انسان,1
517,اعطيني وجهك نكذب بيه,1
518,تفو وجهك صحيح متحشميش,1
519,راكم صامطين جماعة 16,1
520,تباني غير تاع بيبة,1
521,وشكون لسامع بيك مبعرة,1
522,الخرية هادي راح تفر,1
523,التاريخ مايرحمش ماعندك ماتبرري,1
524,اف انتي امراى تافها,1
525,اخ تفوه لوجه الصحيح,1
526,تكذبي خلاص مات الحوت,1
527,قيو اوهوه فاقو بيك,1
528,مونيا ڨاع منحبوكش صح,1
529,دبري حرفا خيرلك كرهتك,1
530,غباء مزمن مرض العصر,1
531,روحي تخراي معليش كذابة,1
532,مازال الريوق اسيلو من,1
533,اعطوك اكثر من حجمك,1
534,روحي سايي زهرك بعيد,1
535,يو تكدب وتزيد تكدب,1
536,حالة الجيعان كي يشبع,1
537,جبريا كافيا تبقاي كافيا,1
538,ياو خلاست عليك مال,1
539,ربي اذلك مزالكي تكذبي,1
540,وجه الطاجين,1
541,نتي من بكري فايحة,1
542,شحال تكذب وجها صحيح,1
543,همعليش وكيلك ربي برك,1
544,روحي يا وجاه زاك,1
545,ياو قيو فاقو بيك,1
546,كذابه رقعي القعره كبيره,1
547,مليح القزول يا محاينك,1
548,واش يا المكبوتة شوية,1
549,قولي والله يخي يخي,1
550,الوقاحة في ابشع صورها,1
551,اشحال منحبهاش هاذ المعزة,1
552,ماعندك ماتحكي عفناك تفو,1
553,وجهك صحيح يا المخلوعة,1
554,بف زيڨو راه يهدار,1
555,ما تحشميش على روحك,1
556,خستتني درجة نتاع سكالي,1
557,ماتاطولهاش قيمة هاذي مثل,1
558,لا تجعلوا الحمقى مشاهير,1
559,روحي تلعبي اوجه الطواليت,1
560,هذي مالقاتش لي يلوحهولها,1
561,واش راكي حسبا روحك,1
562,وش حاطا روحك باخصة,1
563,هادي ديجا مشي بنادم,1
564,مكيش مربيا تزوخي بدراهمك,1
565,كي نلصڨك نطير عليك,1
566,اشكون الجزانة هادي خوتي,1
567,عيدارية يا بنت الحركي,1
568,روح يبغلة كيشغل انسان,1
569,رخيسا مكيش بنة دزااير,1
570,فرطاسة ولا تعرف تقصف,1
571,جبهتها قداه تحسب تيمومة,1
572,والله ما يوڨفلي عليك,1
573,هذي شحال عندها ماحففتش,1
574,استري روحك يا جايحة,1
575,وجهك عڨبة وانا عيت,1
576,هذه المسخوطة مريضة نفسيا,1
577,ق ح ب ة,1
578,روحي تزوجي وحد بايرا,1
579,هدي واش حاسبة روحها,1
580,الصح يحرحر يا بوسروال,1
581,بينا ملقيتش ليكسرك الترما,1
582,احذرو منها اصلها ياهودية,1
583,احذر منها اصلها يهودية,1
584,نتي شكون يشوف فيك,1
