,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
77,aras Azzdine,http://www.youtube.com/channel/UCrTERL31YAqlUO0Y_kL-kVg,روحي لاباج نغسلك وجهك,0,2020-10-20T20:57:26Z,p
78,khalil bng,http://www.youtube.com/channel/UCXtTfFFK3k0r98YnfsPG2RA,روحي ديري خمار,0,2020-10-20T20:53:10Z,p
79,Abdou Belli,http://www.youtube.com/channel/UCHvBmtMVM6Qg0UPq-HzjTjw,من هاذا البوكيمون,0,2020-10-20T20:52:54Z,p
80,Roza Roza,http://www.youtube.com/channel/UCfhvqFl-jq6COf4GVrxVuDw,البايرة,0,2020-10-20T20:44:13Z,p
81,fifi yanis,http://www.youtube.com/channel/UCa5exTcLuaiHcynBxtKsaKQ,عندها الصح والله بردتلي على قلبي كاين رجال اغلبيتهم كي الكلاب كل مايشوفو مراة يريقو عليها بالرغم عندهم فحلات في دار تفو عليهم,0,2020-10-20T20:44:02Z,p
82,rim mouni,http://www.youtube.com/channel/UCMWcBZbVaaAv9_0pyAM0mbQ,تلقاهم قاعدين في الطريق يعسو في بعضاهم يتفرجو مع النسا لا حشمة لا والو ساعات نكون ماشية في الطريق الله المشية تتلفلي من الشوفة تاعهم علاه احنا هاكا علاه علاه لازم يشوفو هاكا ياسيدي ربي ماهيش تهدر في حاجة غالطة بينكم بين رواحكم على بالكم بلي هذا واش راهو صاري الاغلبية من الرجال في بلادي عندهم هادي العقلية يا خسارة سمعتو كلامها اولتوه كيما حبيتو بف تعييو الي حس روحو بلي سبتو راهو من الفية هاديك اما الرجال تاع الصح ماهومش قاعدين للتفاهات هادي شكرا,0,2020-10-20T20:29:26Z,p
83,karima touati,http://www.youtube.com/channel/UCWByKX7eZBl3g39_yrTmeUw,واش راكي تحسبي في روحك شوفي جبهتك نقدر نكتب فيها تاريخ كامل ويبقا لفراغ انتي جي طيحي برجال يخي مريقوش عليك برك,0,2020-10-20T20:24:06Z,p
84,Adel Adel,http://www.youtube.com/channel/UCjP6nfqa_7Nz_2ZV-xWj32Q,وانت خامجة كيفها طريقتها في الكلام تدل على انها بنت شوارع,1,2020-10-22T22:43:19Z,p
85,Benakouidre Abdrraouf,http://www.youtube.com/channel/UCa3kojJAQg4wmMBTdro6UlA,روحي نتي برك مهوش من وجهك الجزايري اترباو نريق على وحدة كيفك مخلوعة بروحك نتي تمثلي المراة الجزايرية,0,2020-10-20T19:45:01Z,p
86,3mirovich Amiro,http://www.youtube.com/channel/UCGPoC0A_1J5Fhdl6jKI2i9A,شكون هذي خرية لي خرجت جديدة زعما زعما في دارهم دور بسليب وخوها فرحان بيها,0,2020-10-20T19:43:49Z,p
87,Rimarima Rim,http://www.youtube.com/channel/UCpDlnGNOKsBy9pn7IkfRlHA,القصاص يطبقوه عليك,0,2020-10-20T19:40:05Z,p
88,Bella Bella,http://www.youtube.com/channel/UC1KFckllq4AQLSgniAqeWdQ,يابرد واجه,0,2020-10-20T19:38:42Z,p
89,NiNou Live,http://www.youtube.com/channel/UCRQxMhT0qgLYhMHWVSmioxw,يا المعزة,0,2020-10-20T19:34:24Z,p
90,Nï Hæd,http://www.youtube.com/channel/UCQPm-89C21J0cgGh5RzsRRA,ياربي يا كريم ماعندو ما دخلك فرجال نتي خمي في روحك ماهيش هدرا تهدريها هادي هيا صح كاين رجال تلقايهم يعسو فشيرات بصح نتي شا دخلك شا دخلك ختي خمي في روحك شويا علعام نتي سابغتلنا داك لوجه مكوافيا شعرك بصح وجهك الحقاني الله اعلم شكون راه شايفو نتي كون تڨلعي ديك صبيغة لي راكي دايرتها في وجهك مشي خير كيما قالهالك واحد روحي ڨلعي داك لماكياج طلعي داك شعر عادوي شا كنتي تهدري باسك جابلي ربي هبلتي صح,0,2020-10-20T19:33:33Z,p
91,Yot Tyr,http://www.youtube.com/channel/UCNTobCpzubwhRDxog4f1oag,تاع وجهك يديك جزايري والله ماتحشمي مداير كي شر,0,2020-10-20T19:31:01Z,p
92,Hayat Hallouche,http://www.youtube.com/channel/UCI6QjjztfNDYof9R_a-tqhg,106,0,2020-10-20T19:00:08Z,p
93,Khaldi Mouhamed,http://www.youtube.com/channel/UCvmiDo8bFcXaAoWcN_dXpIw,امراة وبقرا و404باشي,0,2020-10-20T18:52:56Z,p
94,Ibrahim Gourine,http://www.youtube.com/channel/UCkvwVTjtXb-jsF9CQhzHELw,روحي سقمي العفايس تاع العروبية المضحكة تاوعك مبعد هدري,0,2020-10-20T18:39:23Z,p
95,حسين بلمانع,http://www.youtube.com/channel/UCfb-yEdrOgfX4AsGdrcV5hw,شوفي رحك,0,2020-10-20T18:33:48Z,p
96,حسين بلمانع,http://www.youtube.com/channel/UCfb-yEdrOgfX4AsGdrcV5hw,يخي هجال,0,2020-10-20T18:33:22Z,p
97,Jakob Nasri,http://www.youtube.com/channel/UCXBk4m_vOLrmKx81JoZC5Xw,مفهمتش انا دوكا كي راكي تعايري في الجزايريين ونتي زعما مين خرجتي زعما نتي منين حتى نتي جزايرية كيما نتي كيما لوخرين او ماكيش بنت تبون روحي داوي على روحك تفووه عليك مسختي الزمعة الجزايريين الله يهديك هذا واش نقولك,0,2020-10-20T18:19:29Z,p
98,مواهب _ ضائعة,http://www.youtube.com/channel/UCVlG0QMKses0uXblMT6oL7g,30 كيلوا مكياج تجي تهدر معاى مليون شاب تفوو بيك,0,2020-10-20T18:14:46Z,p
99,فايز اياد,http://www.youtube.com/channel/UCIczoIpVEox7XFllKMC4wrg,ماشي مربية التربية 0,0,2020-10-20T18:12:08Z,p
100,ayoub guedim,http://www.youtube.com/channel/UCXF5k4HunpDBnnNg1PK1pFw,مسكينة خلي تحلم,0,2020-10-20T18:09:06Z,p
101,TALBI Sarah güzal sarah,http://www.youtube.com/channel/UC9FE2uvs4Fw0xf3Q-asdDVA,لوكان تنوض شيما ربي يرحمها مالقبر ذرك تقلك بلعي فمك خليني نموت بعقلي,0,2020-10-20T18:01:03Z,p
102,تكنو لوجيا,http://www.youtube.com/channel/UCyxQcz7DP3HgHeZJIbWxzdg,صح مونيا فغول معندهاش حق باش تقول على لانسان حيوان بصح انا تبانلي صح في واش راهي تقول لوكان مشافتش العوج مكانتش تهدر هكذاك رانا عايشين كمل في بلاد وحدة علابلنا واش راه صاري منغطوش الشمس بالغربال,0,2020-10-20T17:38:06Z,p
103,celia sisi,http://www.youtube.com/channel/UCFBOdtV4ppMHLvXYX5qF3tg,انا راني معاها كاين فية من لي جان والله غير يلقاو كلبة يدنقو ليها يتبلاوها ربي يهدينا,0,2020-10-20T17:13:41Z,p
104,Mahyou Bdr,http://www.youtube.com/channel/UCcmydjGrDpzdCkk1Np07IAw,تعلمي تهدري بركي متخلطي,0,2020-10-20T16:58:08Z,p
105,Chikhi majdob Chikhi,http://www.youtube.com/channel/UCnWtG5mG6_w9KIguIGFYJ5g,تعلمتي زوج حروف فرونسي وطلستي وجهك قعدتي طرطقي كي لميص روحي خري وشميه يوليلك عقلك,2,2020-10-20T16:51:06Z,p
106,Bouha Boh,http://www.youtube.com/channel/UCz45qO8pXVXqpyi5-kt3ANg,اسمعي نت متشبيه لوالو وزايدون جبهتك علاه راكي مخبيتها بشعرك باسكو قد وهرن ملا نقولك شي حجات وخداخرة توديك اني نخمم في خوتك وباباك مين راه فرحان بيك وسلام,0,2020-10-20T16:35:48Z,p
