,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect
16,Merieme Djaffar,http://www.youtube.com/channel/UCjU73gbRn25M_qkL2CqV3Qw,روحي شوفي روحک قبل خلیتي رغیس یبوسک فالبیرو کون اوموا کي قریتي السیناریو کون قلتیلهم انا مرا مسلمة کیما راکي تقولي نتي منقدرش نجوز لقطة کیما هاذي مشي تجي تهیني الشعب صاح لازم یغضو البصر تاعهم ربي امرهم مي المرا تاني امرها ربي بالحجاب تستر روحها وما دیرش کیلو تاع مکیاج نتي اصلا راکي تتزیني لرجال وحق ربي ما مرا نتي ربي یهدیک شوفي روحک قبل ماتشوفي الناس رخصتي روحک الناس اع هدرو علیک نتاقدوک من کل جیه نتي تحبي کي یهدرو علیک بلافاصون لی هدرتي بیها علی اللبسة تاعک والماکیاج تاعک باینة ماتقبلیش لوکان نصحتي وهدرتي غیر بالعقل وبلا العبارات هاذوک تاع الریو حیوانات معلیش مي نتي تقولي منعرف معامن راکي تهدري ربي یهدیک ویهدینا,0,2020-10-21T13:27:16Z,,
17,Chaimaa Maysoune,http://www.youtube.com/channel/UCwFEEtztWU7Esu6hiwjj8bg,اذا حنا حيوانات نتي وش تكوني,0,2020-10-21T13:26:19Z,,
18,la fleur blanch,http://www.youtube.com/channel/UC5KzH6iYmVOTMgSd7eHm_xQ,عندها الحق 100 جزء من الشعب لا يستحق كلمة راجل والله عندها الحق عبالك وكتاه تكون مونيو غالطة كون قالت الشعب كامل ماشي راجل بصح هي ذكرت جزء من الشعب ليس الكل افهموا مباعد احكيو عاديك بقينا حنا لخرين,6,2020-10-21T13:25:52Z,,
19,Raziko Smail,http://www.youtube.com/channel/UCkqL7eRCKvTx2yohZfAQazA,مين تكون الوحدة ساترا روحا تماك عندها الحق بصح هنا معندهاش الحق عري روحك ممبعد قولي تبلاو عليا,0,2020-10-22T21:09:12Z,,
20,Liza Cedricfirier,http://www.youtube.com/channel/UCsNmRwxPW3wHu96SvEbfbOQ,والله ختي عندك الحق مكانتش تقصد,1,2020-10-22T20:21:44Z,,
21,Samira Harzallah,http://www.youtube.com/channel/UC-aQ9PdPJaI6xaFAP4Zf3MA,يهديك ربي,1,2020-10-21T13:25:45Z,,
22,mdm tarik,http://www.youtube.com/channel/UCN1CIi9AcXDj4PAb5SmyVEw,جبهة التحرير تاعك نكتبو فيها النشيد الوطني ويفضلو 2 سطور,0,2020-10-21T13:21:42Z,,
23,Med Ridha,http://www.youtube.com/channel/UCssLmIpAxGWUh-VnlasXVoA,هذه تنطبق عليها نضرية داروين هذه من فصيلة القردة امنيتي ان ارجع لخصية ابي ولاارى هذه الاشكال,0,2020-10-21T13:19:43Z,,
24,oussama dz31,http://www.youtube.com/channel/UC0HnH9Ub_m-mGH-RKHVhMtg,هي صح عندك الحق في شي كلام ومعندكش حق من جهة اخرى احكيلنا على صحاب لواطا لي طلعوا العاهرات واحكيلنا على العاهرات لي يديروها فالخفاء وقال الله عز وجل وبشر الزاني بخراب بيته وصلاة على النبي محمد صلى الله عليه وسلم,6,2020-10-21T13:15:31Z,,
25,Samia Bouchrit,http://www.youtube.com/channel/UCPFTz_88nYgGjZWNa7YigAQ,عندك وحد الجبهة تكتبي فيها اانشيد الوطني بكامل مقاطعه,0,2020-10-21T13:14:55Z,,
26,Ka Ly,http://www.youtube.com/channel/UCCkQ8HrCpqIGhG7hIiExmDA,علاه نتي حبتني من الجنة الله المستعان شح فينا لعطينلك قيمة,0,2020-10-21T13:14:50Z,,
27,Para Money,http://www.youtube.com/channel/UC1HXWxQLXIlAZIKzRg0gpRw,منيتكم علاش تسبو فيها عندها الحق,0,2020-10-21T13:13:37Z,,
28,Madjid Bousbaa,http://www.youtube.com/channel/UCAsxQ2W2D-G-Jn-zjli-dzw,قالك قط جيعان طاح في شحمة فايحة ونتي هي الشحمة لفايحة ما القط طالب ياكل برك والحديث قياس تافهة,1,2020-10-21T13:13:17Z,,
29,Anouar Menaceur,http://www.youtube.com/channel/UCqfFQLmV6ZwxaYAJD7dG_wA,قاعها,0,2020-10-21T13:12:51Z,,
30,Mouhamed Aymen,http://www.youtube.com/channel/UCUAs-sjUpeHBK1ae6Q0RXFw,خصها سقلة,0,2020-10-21T13:12:46Z,,
31,Kadi Ysref,http://www.youtube.com/channel/UCo2zO5YTOU-uMwbytavzKAA,روحي شوفي روحك في مرايا قبل,0,2020-10-21T13:12:36Z,,
32,Ikram mimi,http://www.youtube.com/channel/UCvqfP41JqFiZWHkOEVeVTgA,بشوي على فرونسي اودي,1,2020-10-21T13:09:15Z,,
33,Laid Mazella,http://www.youtube.com/channel/UCGL6k-PajAAdSpgCnC_xZKA,انتي من الناس لي حطين رواحتيهم يعرفو كولش انتي اصلن تشوخ بلا مخ,1,2020-10-21T13:09:10Z,,
34,chichi doc,http://www.youtube.com/channel/UCOZ527CGFNzqNqhfK2GljYw,الشي لي هدرتو بكل عندها الحق فيه اغلبية الشباب الجزايري لا تربية لا اخلاق وزيد يجيو في مواقع التواصل ويطيحو شعب الله المختار ويهدرو باسم الدين وهوما بعيدين كل البعد عن الدين منطق مجنون ومختل اللي يجرم الفيزو ويبرر الاغتصاب والحرق,0,2020-10-21T13:06:26Z,,
35,Belkcom Kizana,http://www.youtube.com/channel/UCX_CSak-gHpTI1hEbFJeB8g,نشاء الله تخرج في صحتك يارب,1,2020-10-21T13:04:11Z,,
36,cherifa bent mamaha,http://www.youtube.com/channel/UC9E5r-BR4hCsGWNQiyEd6Zw,انتي وحدة منهم راكي تستشفاي فالجزاير وتشتمي فيهم ياالفاهمة يلي تعرفي الصح الله يجيب الخير وصاي,0,2020-10-21T13:02:32Z,,
37,Zino Azpak,http://www.youtube.com/channel/UCSE9de4sk6hPxuLjbZpmKHA,بنت فرنسا هذي يا خوتي والله غير بنت فرنسا وباباها حركي,0,2020-10-21T13:00:56Z,,
38,ام انس عبد الرازق,http://www.youtube.com/channel/UCMFlvPWOTb-c1QD6CmF-knA,ستري روحك وهدري يا معتوهة وين راه الحجاب الا راكي مسلمة حقا,0,2020-10-21T12:57:17Z,,
39,Chafika Guennaz,http://www.youtube.com/channel/UCM6g36sKA-wJV5I5fqWMRKw,مونيا فلك واحد روحي دوري حجاب وستحي على عرضك يا وحدل,0,2020-10-21T12:51:53Z,,
40,Lilacs Lilacs,http://www.youtube.com/channel/UCcMP1rvbnts2DuZ_fzcqrow,عندها الحق من جهه,0,2020-10-21T12:48:53Z,,
41,Fati Pati,http://www.youtube.com/channel/UCPOzAQXsZO38htWG5jtBp_w,لو التزمت بالحجاب كما اوصاك الله ونبيه لنلتي الاحترام والتقدير لكن انتم معشر النساء من تدفعونهم لنظر فيكم اللهم ادم علينا سترك يارب,0,2020-10-21T12:45:33Z,,
42,Hamza Facih,http://www.youtube.com/channel/UC3ga4lhRkOiFuiLs5eb8ZGg,نجي ليك ندز هولك,0,2020-10-21T12:42:41Z,,
43,あかやمحمد,http://www.youtube.com/channel/UCvXGdh69SzphCqS3xqXTt0A,مونيا فيغول حنا رجال ونتي من اليهود ديارا 39كيلو ماكياج كن تصب الشتا واحد مايعقلك,0,2020-10-21T12:39:31Z,,
44,Mohammed Lakrout,http://www.youtube.com/channel/UC86RBhQbKCU-cAN29euhrNA,صح عندك الحق ماشي غير لبرا تعنا وتاعكم كيف كيف راكم كيفنا في كلش صحيحات وج قلالات حيا ماكمش متربيين لبشاعة لقباحة قلت التربية مدعيات شر ما قراية ما علم ما ادب لا دين لا حشمة واش نزيدكم ملاحظة هامة بنات الفاميلا تعرفو روحكم,0,2020-10-21T12:39:11Z,,
45,REDHOUANE REDHOUANE,http://www.youtube.com/channel/UC_ePq-rIvVKGzL_MpfNgueQ,لقد شتمت كل الرجال انا اقول لك بين هولاء الرجال الذين شتمتينهم رجال يصهرون على امنك امن الجزاير لولاهم يا لالة مونيا لاصبحت قطعة لحم يسيل عليها اللعاب كما تقولين بين الحيوانات في الجبال اهدري ذرك على روحك راكي في لتساع في وقت الارهاب هربتوا قاع الى جدتكم فرنسا الله يلعن الراسة انتاعكم,0,2020-10-21T12:38:45Z,,
46,Yassine Gattaul,http://www.youtube.com/channel/UC5-E9diMfJ4qC80IgQB81aQ,هاذي يليقلها البدي يعلمها الخلاق,1,2020-10-21T12:31:09Z,,
47,moussa guettou,http://www.youtube.com/channel/UClWdkSrswL-zp_kAeEQ5ARA,طومبلتي طومبيل اميرة ماترياليست,0,2020-10-21T12:30:32Z,,
48,Kritchou Kritchou,http://www.youtube.com/channel/UC_F_pv2bHfKxAlmbmR18lrA,لالا يا اختي راكي غالطة انا راني بنت الرجال واخت الرجال مرة راجل وجبت رجال وزيدي يا اختي لوكان ماشي الرجال انتي ما تكزيستيش,0,2020-10-21T12:29:04Z,,
49,Lamia Mamo,http://www.youtube.com/channel/UCFw-qcbE0fJcnCd-CrbfYyA,عندها الحق الحق,0,2020-10-21T12:27:14Z,,
50,Aziz CHTV,http://www.youtube.com/channel/UCVduQAhtKvtfsuou-GUeFbA,شوفي مونيا نتي راكي تغيري من هاديك الطفلة على خاطرش هي شابة عليك زينة عليك بسح عندك دليل بلي كان يسيل الريوغ بالاك راجلك ولا صاحبك كي يشوف واحدة يسيلو ريوغ يملا ريحي عاقلة او بلعي فمك على خاطرش نتي مراكيش فنانة,0,2020-10-21T12:26:26Z,,
51,خرجات في البراري,http://www.youtube.com/channel/UCkeXuGOeuKLOPZBzIMmx_EQ,بصراحة والله هد الانسانة فقيرة الاخلاق والتربية والمبادي وفي نفس الوقت ضعيفة الشخصية لذلك يجب من جميع الشباب الجزايري بكل طبقاته ومستوياته مراعات حالتها النفسية وطلب الشفاء لها,1,2020-10-21T12:22:33Z,,
52,Fawzi Dilmi,http://www.youtube.com/channel/UC9PPVXekri0jd7m_eTMH5Eg,ياخاوتي ردو بالكم تزيدو تشوفو فيها هادي ماتخراش فوق لرض وسمحولي علا الزايد,0,2020-10-21T12:16:37Z,,
53,Amir Laiz,http://www.youtube.com/channel/UChi_Dxg_qgD3e2Rz6MHiM6Q,اسمعي والله يا نجيك نضربهالك بلحجامة اودي,0,2020-10-21T12:15:03Z,,
54,Rand Rana,http://www.youtube.com/channel/UCMaLOsCxL8vkKUIQJTV3khw,زمن تديث فيه الرجال ترجلت فيه النساء لو كان جا عندك الرجال ما تهدري هكذا اللهم نسالك الستر,0,2020-10-21T12:12:29Z,,
55,Hamza Hamza,http://www.youtube.com/channel/UCUfhI6ua_hAlBiSVJV3glPA,انني وحدة متكبرة وشافية روحك بزاف وتبعي في عورات الناس والي يتبع عورات الناس ربي يفضحو حتي ول كان في دارو غير بدلي هدرتك خير لك,0,2020-10-21T12:11:44Z,,
56,Abdalhaq Lourari,http://www.youtube.com/channel/UCgmKMRRQwXGeNoJPMQFn3aw,شتمتنا ولات اكبر تحريشة في الجزاير,1,2020-10-21T12:10:55Z,,
57,Sônõn Noûša,http://www.youtube.com/channel/UC6zt7XdiE4tYtfmz2DqbN6w,لابس نوغمالمو كاريثا فرنسيا,0,2020-10-21T12:10:50Z,,
58,Free Man,http://www.youtube.com/channel/UCfyeOa9vFiXooZl2wCNyNyg,راها ڤالت الصراحة وحقيقة المجتمع تاعنا هاكداك داير مانلومهاش حقيقتنا برك كتشوف وجهك في المرايا ولي قال شي عفسة ضد راه منافق كبير وجايح,1,2020-10-21T12:10:15Z,,
59,akram chi chitoo,http://www.youtube.com/channel/UCYiD3pw0AcJ5IPc2HA1sXYQ,خر ياو فاقو,0,2020-10-21T12:09:53Z,,
60,Sara Sarita,http://www.youtube.com/channel/UCcPULT1_EszlWJM8MudGzYw,راكي منيتك رجال يريڤو على 2 كيلو مكياج كون غي نقولو طبيعية,0,2020-10-21T12:07:24Z,,
61,Bachir,http://www.youtube.com/channel/UClFpjc4j66WyxuSbWOXI72A,شوف داك لون ديك الهدر تفو عليها كمار,1,2020-10-21T12:03:58Z,,
62,Sinyourita Doudou,http://www.youtube.com/channel/UCGfD9zkLP_1dRNLN8vbBZmA,هده الحشرة منين جات لو كان جيتي نقية متهدريش على ريوق وولاد الجزاير شيفين وعيفين ومن ربي خايفين مسخة,0,2020-10-21T12:03:57Z,,
63,miral jojo,http://www.youtube.com/channel/UCT5okut8gnmQ-iN_VR9a6xg,بصح هي هدرت الواقع مفهمتش علاه زعما راكم لاعبينها,0,2020-10-21T12:00:22Z,,
64,sinyorita SS,http://www.youtube.com/channel/UC2HEz2rhwcAZ47aSf4NbCEA,راهو خرج فرعون,0,2020-10-21T11:56:56Z,,
65,BLIDA BLIDA,http://www.youtube.com/channel/UCHty4skY7vM5uhHcKuWkIoQ,معندکش رجال نتی,0,2020-10-21T11:55:28Z,,
66,ماريا ماريا,http://www.youtube.com/channel/UCQsQcsJKZ9joPvPPQ-KqKfQ,ياختي كان مريضة روحي دواي والله تقضيهم وداوك بلاش بلا متخلاصي والوو,0,2020-10-21T11:49:15Z,,
67,Hanene Tioura,http://www.youtube.com/channel/UC3NSJ3so4Uo-Q86f99a376Q,دوكا انتوما درتو قضية على هاد الحكاية عندها الحق شعب جاهل مريض يحب عير الشر لخوه شعب يا لاطيف الله يبعني عليك دنيا واخرة مع اني اناا منحبهاش شخصيا لكن كلامها صحيح علابيها وجعكم,0,2020-10-21T11:46:38Z,,
68,Hanene Tioura,http://www.youtube.com/channel/UC3NSJ3so4Uo-Q86f99a376Q,كلامها صح مع اني اتقزز منها,0,2020-10-21T11:45:10Z,,
69,naili naili,http://www.youtube.com/channel/UCYdb-tppaPjqjwH2OKZo2YQ,هزي كابتك واخرجي من دزاير روحي للطوغو تلقاي الرجال لي يليقو بيك,0,2020-10-21T11:44:26Z,,
70,هيبة الرحمان,http://www.youtube.com/channel/UCkdbgpyg6_p-khO8LQv_T3w,اودي روحي تحيا الجزايريين الجزايريات,0,2020-10-21T11:41:16Z,,
71,FATEH DZ,http://www.youtube.com/channel/UCr9lAlK4HkvDaujnBWEp9NQ,حسب ما سمعت هذا الفيديو فانها قالت الحقيقة التي لم تعجب البعض لكن للعلم هذه قضية للالهاء مصنوعة في مخابرات عبلة فيقو يا بشر انا اساندها فيما قالت لانه شعب رخيس شمايت حشا البعض,0,2020-10-21T11:37:06Z,,
72,Abdelbasset Korichi,http://www.youtube.com/channel/UC0WLbraELT9JRvSJ7uxxkMQ,الفيس فيكمم انتم اللي تريو في رواحكم روحي الله يجيبلك سلطان,0,2020-10-21T11:36:10Z,,
73,nounou Mouloud,http://www.youtube.com/channel/UCkJwK76waTQVvfpn7ppyf-w,ربي يشفيك يعافينا من ما اصابك حتى الناس والشباب عملو ضجة اعلامية ردو عليها خلوها تتكلم الى يوم القيامة حكايا فارغا,6,2020-10-21T11:33:58Z,,
74,Terbeche Amine,http://www.youtube.com/channel/UCMk31J8VoCRmOoLv7QO74DA,هذا مسخوط,0,2020-10-21T11:32:13Z,,
75,Kawthar Dekhar,http://www.youtube.com/channel/UCrfxlbOiVsgt2DnJpsCWPfw,ما تحبوش لي يقولكم الصح بلا تزواق,1,2020-10-21T11:30:12Z,,
76,khdj Hj,http://www.youtube.com/channel/UCXRZr_nYxkrQiRolT2JQrJw,نيشان عندك الحق يبغو ليكدب عليهم,0,2020-10-22T20:14:35Z,,
77,BÌLĘL KR,http://www.youtube.com/channel/UCjtHtyROYkASLd3jPkSq_eg,مالها هذي نعناعة بغيا تاكل الارض هاك هذي لابسا صباط طالون هاسبة روحها رومياا شعرها شعر الشيفون عينيها زرمومياا,6,2020-10-21T11:22:51Z,,
78,عبد المؤمن دادا,http://www.youtube.com/channel/UCcoZZOG8i3XjLwECzOdTDUg,هذي برويطه عايشه براكه وصايي,0,2020-10-21T11:21:22Z,,
79,nadia ousaide,http://www.youtube.com/channel/UCbJkJg14hyIHG-RQ79iThpg,كاين الرجال تع الصح رجلة يحترموا روحم قبل من غيرهم وكاين لي يستاهلوا هدرتها ١٠٠ خطرة كنت مع خالتي وهي كبيرة شوية وحد 46سنة طليت من التاقة لقيت شيخ يكون في70سنة يخزر ما حبش ينهي عنيه منها مع العلم خاتي ماشي ملكة جمال ولا نورمال وعلا القصاص ماشي بهادي السهولة لي يقتل نقتلوه علاه نتوما توزعو الارواح على حسابكم ولا رانا في الغابة واحد يقولك ايلا تبون مقتلوهش حنا نقتلوه وشراك حاسب روحك قالك نطبقوا الدين كاين لي الصلاة ما يصلهاش ناسي قاع دينو ويقولك القصاص لوكان قال سجن موبد مع الاعمال الشاقة يتعدب فدنيا والاخرة خير مي تع الصح كاين لي ولاو وحوش مكاش الرحة ارحم ترحم سمحولي طولت,1,2020-10-21T11:10:18Z,,
80,HAKIMA SANTE,http://www.youtube.com/channel/UCgAZcH1c6Y3kiMvozyXtyrg,الله بهديها,0,2020-10-21T10:58:22Z,,
81,sido Ghazali,http://www.youtube.com/channel/UC0VaTa1TUeYRgtIJiA8zmvw,خلقة جارنا بوعلام الماصو,0,2020-10-21T10:53:13Z,,
82,Bari Amine,http://www.youtube.com/channel/UCTOL7yAS4yzZPLIqcW21wng,لازم رجال جزاىر ينوض عليه هذا ميسكوتش عليه ليوم هي غدوا واحد اخرة منخلهمش يهدروا هكذا عطيتهم فوق حقهم هذه نساء,0,2020-10-21T10:49:48Z,,
83,mourad moro,http://www.youtube.com/channel/UCiQ8uNR3j_jk3Kcrc3zdsWw,قالت لهم الريوق يطيح عليها مشبه الوالو حاشا خليقت ربي,0,2020-10-21T10:39:37Z,,
84,flour,http://www.youtube.com/channel/UCN6aUkSM2Fv-KIp5TirzQYA,والله غير انت هي لي متحشميش تهدرهك,0,2020-10-21T10:39:25Z,,
85,أسامة بوالصبعين,http://www.youtube.com/channel/UCSOx0A137Jd_6OVr87MGUaQ,غطى روحك مبعد ارواح اهدري على اسيادك,1,2020-10-21T10:31:03Z,,
86,Nesrine Raouf,http://www.youtube.com/channel/UCq7zm1OM1KvGa_MuFjNtMWg,عيدارية,0,2020-10-21T10:24:50Z,,
87,جلال Djalal النايلي Naili,http://www.youtube.com/channel/UCbNtdSSoRMIV06dG4Lv8fnQ,الكونت تاعها تعمر,0,2020-10-21T10:24:14Z,,
88,Momo Joker,http://www.youtube.com/channel/UCHO_nFAuzrY5Y8B0raffZCA,ينخلعو فيك نتيا ه مونييا زدتي هاك ولا عفسو عليك,0,2020-10-21T10:18:41Z,,
89,Fawzi Qatar,http://www.youtube.com/channel/UCTsUblQh5kYkxQk1DJxa6qw,لبلاد هذي رجعت تاع النساء,0,2020-10-21T10:12:42Z,,
90,Minou Amine,http://www.youtube.com/channel/UCK8lMfKE_30yy8u3pP_JATg,مزال مفهمتي علاه لازم تغطي قطعة اللحم وهذا لي تتزوجي بيه حيوان تان معلابالكش كيفاه يخزر كان عليها ان تقرا على نظرة الرجل بالنسبة للمراة التي لا تستر نفسها في الشارع وتتمايل تتملق في كلام تلبس الكعب العالي انا شخصيا ندعيلهم بالهداية لانهم دايرين فتن فسدو رجال على نساهم يخرج برا يشوفو الشعر المسرح والمصبوغ اللباس المكسوف بانواعه يدخلو للدار يلقاو منهم بجبة مطاشية بجافيل شعر مكشرد لان ولادها مخلاولهاش وقت نهار كامل تجري متلحقش وهنا تكون الصدمة حتى لو لبست مرة على مرة متقدرش تكون بنفس مستوى هذيك الموخدة لي برى لذلك ننصح شاباتنا بالحجاب والعفة وشبابنا بغض البصر والعفة,0,2020-10-21T10:11:05Z,,
91,Fawzi Qatar,http://www.youtube.com/channel/UCTsUblQh5kYkxQk1DJxa6qw,خليها عالله هما خلاوكم تخرجوا من الدار والله ولو جيت رييس وحدة كيما انتي ماتخرج من دار والله,0,2020-10-21T10:10:40Z,,
92,احمد الاسد,http://www.youtube.com/channel/UClrK-WtqQkwaiwooNSCSphA,ربي يهدي مخلق,0,2020-10-21T09:46:11Z,,
93,Chourouk Ali,http://www.youtube.com/channel/UCq5g-p-DnB5pnJOpblSI4uQ,لماذا تحاربون المراة لما تقول كلمة حق تساتدون الرجل حتى لو كان ظالما انا معك يا الفحلة اقسم لكم بالله انني لا اعرف هذه المراة اول مرة نشوفها ووالله انا ام محجبة ما قالته هذه السيدة هو كلام حق ربي يحفظك,0,2020-10-21T09:44:08Z,,
94,Aissaoui Hamza النصيحة ماشاء الله لماذا تلصوت,http://www.youtube.com/channel/UCrbARX6DXuOIlPLLvcgZEUQ,من تكون هذه المراة معليش نشوفو نتاعها,0,2020-10-21T09:40:13Z,,
95,bilal boudjerida,http://www.youtube.com/channel/UCZRiJHoccMozt6Q9z_MvHxA,هي هدرة الحقيقة التى لا تعجب منافقين,0,2020-10-21T09:35:56Z,,
96,Ranya Hami,http://www.youtube.com/channel/UCPcu9aSR_GDmfFxrSACQPrA,قولي حسبتك راكي تهدري بترامك تفو روحي شوفي روحك منبعد هدري على الزعامة ولاد الجزاير يا وحد البايرة,0,2020-10-21T09:33:13Z,,
97,Zahra Seridi,http://www.youtube.com/channel/UCmOoc87_t6LAQRL5c4wZnew,اللي ما عجبتوش هدرتها اي عليه,0,2020-10-21T09:31:00Z,,
98,nor Mira,http://www.youtube.com/channel/UCdzZnnqbfGG5VLgHvoIx8gA,3 7 3 3 3,0,2020-10-21T09:27:48Z,,
99,Boussena Nora,http://www.youtube.com/channel/UC0euoc85jwKbUTFQtYHEzpA,انت مرضة كاش ما صرالك في حياتك اعلا هدا تهدري هكدا علمن تتكلمي على شباب الجزاير هدةك سيادك يا مريض روحي عند بسكولةك داوي اش كاين الحزاير واش لامة,0,2020-10-21T09:15:24Z,,
100,Soraya Boumaza,http://www.youtube.com/channel/UCuuQTGFhvp_GgLDArd9qbeg,عندها الحق راني معاها,0,2020-10-21T09:07:26Z,,
101,guedda lazher,http://www.youtube.com/channel/UCxJOvaFMP8EwsOZkKC_smZg,رخيصا وش راح دير,0,2020-10-21T08:57:54Z,,
102,Omm zaki Mouhamed,http://www.youtube.com/channel/UCyyPi-PIgBw26GiZio-CXeQ,روحي يصفرلك الوجه,0,2020-10-21T08:50:43Z,,
103,MHmaD MHmad,http://www.youtube.com/channel/UCwr9ER6eoZiSA0CQWnVNmmw,يو استري روحك راجل من نيجيريا ومايدش وحد كيفك راكي زوبي,0,2020-10-21T08:49:53Z,,
104,bochra bebe,http://www.youtube.com/channel/UCmBCagz8qENpVp-3O2p9bGw,الله اكبر,0,2020-10-21T08:47:07Z,,
105,العاب ندى,http://www.youtube.com/channel/UCBpmudoZftVJo40YtInZ6vA,نسيتي روحك,0,2020-10-21T08:11:41Z,,
106,Mira Mar,http://www.youtube.com/channel/UCzvSq3R2AVpEfozBukBwCpQ,شكون هادي,0,2020-10-21T08:07:56Z,,
107,Alio Lart,http://www.youtube.com/channel/UC_3QR8OLCpS4jwSPyGlmmZw,ممكن تكون مريضه عقليا او كاش واحد حشاهالها,0,2020-10-21T08:04:54Z,,
108,kasm Henni,http://www.youtube.com/channel/UCOAjTESIN0imHvzfYAY7H0A,روحي ديري حجاب وخمار,0,2020-10-21T08:04:06Z,,
109,MR13 Mj Ryan,http://www.youtube.com/channel/UC-qM3XrqtHNbt18XEmea9Og,يا طاطة يا طاطة الخلاطة الشباب لي راكي تسبيهم تستافزيهم منهم لي راهم يخدم في الجيش منهم لي راو يخدملك تاكسي لي راكي تفوخي بيه منهم لي راو يعس في الحدود تاع بلادنا ليل ونهار ومنهم لي راو شرفوا بينا في الكاس تاع افريقيا ومنهم لي راو يخدم الارض ومنهم لي يبتاكر هذو جزايريين لي راكي تتمسخري بيهم نهار كي ينحيولك الماكياج تباني كي الراجل لي يتطايش برا مسكين نتيا رخيسة علابيها راكي تشوفي فالشباب رخاس راني فاهم لازم نوقفوها عند حدها راهي تستافز بينا بزاف المخلوقة هاذي و السلام عليكم رحمة الله تعالى براكاته و تحيا ولاد بلادي وبنات بلادي,1,2020-10-21T07:43:59Z,,
110,PNL00:03 YT,http://www.youtube.com/channel/UCiUAsKbmKcLfxSoEzocu8xg,ن ا,0,2020-10-21T07:40:15Z,,
111,Fadia Sami,http://www.youtube.com/channel/UC21MHwZv8olvK-HMresdblg,كيف كيف كي المعرية كي اللي حال فمه فيها,0,2020-10-21T07:34:06Z,,
112,yamen boughazi,http://www.youtube.com/channel/UCBFOS4UJRFaGxWoD0_khVAw,والله انتوما برك لي دترو قيمة لخرية كيما هذه ياخي حالة ياخي هذ راهي عتورة ناتنة,0,2020-10-21T07:20:02Z,,
