,bad_word
267,ڨالتها جبهتك جبرية
268,بقداه تبات الليلة
269,وشبيه هذي تخلط
270,ما ممربياش طفلة
271,التبهدايل كامل عندها
272,منيا غير متربية
273,متستاهلش الرد اصلا
274,خلينا من القح
275,كنت نحبك بصح كرهت
276,شحال نكرهها تشبه للحلوف
277,حبهت تحرير اعطيناكي عهدا
278,هدري نيشان يا العڨونى
279,واش حسبة روحك ويلا
280,الكحل ديرة حتى الوذنه
281,سمحيلي بصح قمح مشرك
282,روحي ترقدي على روحك
283,عندها الحق شعب جايح
284,علاه تهدر هك تعي
285,مالكي تعوجي في فمك
286,ريحا تعدم الشعب الجزايري
287,تبهدلي ياوحد الحلوفة الكافرة
288,نتي هيا كيف كيف
289,فمك كثر من جبهتك
290,حلابين الله غالب متفهموش
291,مسكين راح تروح للحبس
292,علاه انتي راكي مسلم
293,جبهة زطل كيلو ورطل
294,وجهك روشي صحيح تفو
295,هاد وجه يريق عليه
296,كلمة حيوانات شويا صعيبة
297,او هي نسات روحها
298,هنا شحال غشيتك بزاف
299,لابسة صليب في صدرك
300,عندك راس تاع دواب
301,باينة كانت جيعانة وشبعت
302,ربي روحك مسحقينالكش تربينا
303,لحم رخيس حلبات براني
304,الغباء لو كان انسانا
305,تعوج فمها يخي خمبلوشة
306,واشكون انت يا حلوف
307,واش خامج في هضرتها
308,جبهتك وسركاجي كيف كيف
309,خرية ناطقة حاشا الناس
310,مازالكي دوري انا كرهتك
311,وجهك صحيح يا متعجرفة
312,امشي قلبي وجهك برك
313,شيطان في صورة انسان
314,اعطيني وجهك نكذب بيه
315,تفو وجهك صحيح متحشميش
316,راكم صامطين جماعة 16
317,تباني غير تاع بيبة
318,وشكون لسامع بيك مبعرة
319,الخرية هادي راح تفر
320,التاريخ مايرحمش ماعندك ماتبرري
321,اف انتي امراى تافها
322,اخ تفوه لوجه الصحيح
323,تكذبي خلاص مات الحوت
324,قيو اوهوه فاقو بيك
325,مونيا ڨاع منحبوكش صح
326,دبري حرفا خيرلك كرهتك
327,غباء مزمن مرض العصر
328,روحي تخراي معليش كذابة
329,مازال الريوق اسيلو من
330,اعطوك اكثر من حجمك
331,روحي سايي زهرك بعيد
332,يو تكدب وتزيد تكدب
333,حالة الجيعان كي يشبع
334,جبريا كافيا تبقاي كافيا
335,ياو خلاست عليك مال
336,ربي اذلك مزالكي تكذبي
337,وجه الطاجين
338,نتي من بكري فايحة
339,شحال تكذب وجها صحيح
340,همعليش وكيلك ربي برك
341,روحي يا وجاه زاك
342,ياو قيو فاقو بيك
343,كذابه رقعي القعره كبيره
344,مليح القزول يا محاينك
345,واش يا المكبوتة شوية
346,قولي والله يخي يخي
347,الوقاحة في ابشع صورها
348,اشحال منحبهاش هاذ المعزة
349,ماعندك ماتحكي عفناك تفو
350,وجهك صحيح يا المخلوعة
351,بف زيڨو راه يهدار
352,ما تحشميش على روحك
353,خستتني درجة نتاع سكالي
354,ماتاطولهاش قيمة هاذي مثل
355,لا تجعلوا الحمقى مشاهير
356,روحي تلعبي اوجه الطواليت
357,هذي مالقاتش لي يلوحهولها
358,واش راكي حسبا روحك
359,وش حاطا روحك باخصة
360,هادي ديجا مشي بنادم
361,مكيش مربيا تزوخي بدراهمك
362,كي نلصڨك نطير عليك
363,اشكون الجزانة هادي خوتي
364,عيدارية يا بنت الحركي
365,روح يبغلة كيشغل انسان
366,رخيسا مكيش بنة دزااير
367,فرطاسة ولا تعرف تقصف
368,جبهتها قداه تحسب تيمومة
369,والله ما يوڨفلي عليك
370,هذي شحال عندها ماحففتش
371,استري روحك يا جايحة
372,وجهك عڨبة وانا عيت
373,هذه المسخوطة مريضة نفسيا
374,ق ح ب ة
375,روحي تزوجي وحد بايرا
376,الله يذلك
377,هدي واش حاسبة روحها
378,الصح يحرحر يا بوسروال
379,بينا ملقيتش ليكسرك الترما
380,احذرو منها اصلها ياهودية
381,احذر منها اصلها يهودية
382,نتي شكون يشوف فيك
