,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect
58,blanche Neige,http://www.youtube.com/channel/UCZ0iUyrpPhNTWDiDj_ikc3g,هي غلطت كي جمعت برك كون قالت البعض وهكدا مايلوموهاش بصح هاجو عليها خاطر علبالهم بلي صح بزاف كما راها تقول,0,2021-04-03T17:56:56Z,n,
59,Mounir Bouhadba,http://www.youtube.com/channel/UC4-aY1TaoTw-RWFjWeP00_A,شوفي جبهتك اا نعناعة حاشاك قاعدة تهدري على الجزايريين نت تلحقيهم🖕🖕🖕🖕🖕🖕,0,2021-04-02T14:10:31Z,p,
60,Moussa Aoiumeur,http://www.youtube.com/channel/UCZPSgpMl6w2qen7sIulcD2Q,بفففف,0,2021-04-01T23:25:26Z,p,
61,Bilel Khelif,http://www.youtube.com/channel/UCABmoKUgrsRnVwAMUeLNGSQ,الموت تعطي راحة للمومن ماش للحثالة اللي كيفك قبح الله وجوه المعاصي,0,2021-03-31T23:01:55Z,p,
62,ايمن قدور,http://www.youtube.com/channel/UC922HvJFLx2IDC-JOumvmzg,راهي لبس لكروا مشي,0,2021-03-31T18:50:20Z,n,
63,Bfyhgkvcf Veumkh,http://www.youtube.com/channel/UC6NXnuKQt1MD2UikeQxvt6A,شعب الجزائر تاع كلمة وهاذوا لي حاموا على بلادك فم كبير,0,2021-03-31T11:35:00Z,n,
64,Bfyhgkvcf Veumkh,http://www.youtube.com/channel/UC6NXnuKQt1MD2UikeQxvt6A,الله يهديك 👎👎👎👎👎👎👎👎👎,0,2021-03-31T11:36:01Z,n,
65,تعلم اللغة الكورية معي,http://www.youtube.com/channel/UCVSvwf0TEze8GFhaHI1rO7A,صح 🥰🥰 عندها الحق,2,2021-03-30T22:00:04Z,n,
66,noùtîllâ,http://www.youtube.com/channel/UC7He4tg6t3pVtZ3EwCslGjQ,هذا وين لقيت واحد يفهمني ايه صح عندها حق وهذا واقع لي رانا عايشينو للأسف,0,2021-04-01T20:28:15Z,n,
67,ahmed msiliاخاك من الافعال 5 ؟,http://www.youtube.com/channel/UCGUfzU9DH0M11rxMFG9ehcw,تحيا ولاد بلادي,0,2021-03-30T18:08:59Z,n,
68,Aziza Mslem,http://www.youtube.com/channel/UCupUN6iLvvN-rcmAoF_0RRA,راهى تقول كلام صواب ، عندها الحق كامل واش قالت ، متحبوش تسمعو الحق  تحبو تغطو الشمس بلغربال ، المهم هي مخسرتش انتو الى تحبو تخبو الصح  ، برافو مونية  قلتى الحق.,0,2021-03-30T14:05:20Z,n,
69,stella carter,http://www.youtube.com/channel/UCcaHEhFZtajgt7Getb8Iodg,رخاس اشباه الرجال الي عايشين في الجزائر وصح الي عايشين في الجزائر ماشي مسلمين,0,2021-03-29T15:29:25Z,p,
70,stella carter,http://www.youtube.com/channel/UCcaHEhFZtajgt7Getb8Iodg,كلام صح,1,2021-03-29T15:28:00Z,n,
71,حسين كندار,http://www.youtube.com/channel/UCb-Wjf8A8WiNyPpXNY2iWrg,حبهت تحرير اعطيناكي عهدا,0,2021-03-29T13:53:52Z,p,
72,Hasns Khiet,http://www.youtube.com/channel/UCoKFeXC5PbTTd_0Ncm0Kp4Q,تقلقي عندك اسلوب فالكلام اكره سمحيلي لزم تروحي تترباي,0,2021-03-29T10:04:45Z,p,
73,Amer Bouda26,http://www.youtube.com/channel/UC7lJHSc9Kz9XYi2OSWuKFwg,والله كيف تضحكي تخلعيني فم كبير بزاف سوره تضحكي ضحكه طويله بزاف شاربك ديال الحق الواد والله غير فمك نحسو تينار,0,2021-03-28T18:17:52Z,p,
74,Imad dz,http://www.youtube.com/channel/UCJUd1xvHjMzyFuZtZmnyT3Q,والله غير اكبر مكبوت هي نتي تڨول خرجت من الحبس,0,2021-03-28T13:26:34Z,p,
75,Yasmine Ben naceur,http://www.youtube.com/channel/UCAfa3XStYbBiOY9IGAW4faQ,بلعقل على هادوك العنين,0,2021-03-27T09:46:05Z,n,
76,Tina aMz,http://www.youtube.com/channel/UCSzwNW-VdPTZ5AO_EBkcAew,Elle a raison ☺️ c'est un problème de montalite,0,2021-03-25T10:08:16Z,n,
77,Sanaa Nina,http://www.youtube.com/channel/UC5if2vWZjRxFaly_z_jE5zA,قاتلك مكاااانش ديفيرونس بين العريانة ولي لابسة جلباب 🤔🤔 فهموها فهموها انا منعرفش نهدر كي نقلق,0,2021-03-25T01:25:24Z,p,
78,hggfxcn,http://www.youtube.com/channel/UCwWx1yt1s30LVWe182Xu8Gg,قالت بالنسبة للمغتصب لايوجد عنده فرق,0,2021-03-27T00:52:13Z,n,
79,sarah sarsour,http://www.youtube.com/channel/UC5RfyRg0ac6N91ODqXTO7sw,كون جيتي مرا ماتهدري هدي الهدرة على بلادك,0,2021-03-24T21:25:03Z,p,
80,Oussama Oussama,http://www.youtube.com/channel/UCbAH15flKqQsTt9Aozu-6BQ,ماتقدري الديري والو  كي تكثري نحي السروال,1,2021-03-23T22:39:10Z,p,
81,La vie est Belle,http://www.youtube.com/channel/UCMhxt_owzq08L1_hML09Kfw,قبيحة شيطانة 🤮🤮🤮🤮🤮🤮,0,2021-03-23T13:38:40Z,p,
82,nature nature,http://www.youtube.com/channel/UCu2cQHqNpoXFrbNdJvoFw_g,Elle n a dit que la verite,0,2021-03-23T02:36:00Z,n,
83,Wahrane Mostaganem,http://www.youtube.com/channel/UCGUc0Ee5joyqPACor9lY8EA,صليب,0,2021-03-23T00:32:44Z,p,
84,ABD el laoui Fati,http://www.youtube.com/channel/UCn5tMWvp9X-v-I9w3IoX0QA,Maskina Hasba rouha matkhrach wchaba ms lah ykhlaf 3la makiyaj 100 kilo hhhhh 😁😁😁😁😁,0,2021-03-22T12:42:22Z,p,
85,raouf terbak,http://www.youtube.com/channel/UCXZHJisiSSzWENO8m3MjKkA,"تناقض لا ينتهي 
منى الطيح وتقول لشعب مكبوت امبعد تقول الدين اخلاق 
هه",0,2021-03-22T10:18:25Z,p,
86,عبد القادر معمر قوادري,http://www.youtube.com/channel/UCR34ZqzNVlVQj2WabPWz9wg,ياخاه تعيي دايرة روحها فاهمة,0,2021-03-21T17:54:29Z,p,
87,Boubnia Djamel,http://www.youtube.com/channel/UCJwTSPTL3a8GfSN9O5d9seQ,نكرها هاذي تقول  راني معيشها,0,2021-03-21T14:00:18Z,p,
88,Aymen Henanou,http://www.youtube.com/channel/UCmarKQQG7JlEQRt2s5H8SNw,"عقرب 
ههههههه",0,2021-03-21T09:48:10Z,p,
89,farida fenni,http://www.youtube.com/channel/UCCyLxLU1HNYpKa1HuHU6qfA,دايرة la croix مسيحية 😱😱😱,0,2021-03-20T19:32:42Z,p,
90,Madara Nindo,http://www.youtube.com/channel/UCFmMC2qkFydGC84tBfUHZNQ,"عندها الحق، كاين كلام زايد،
لكن عندها الحق تدافع على الضحايا.
Elle n'a pas insulté tout les algériens mais elle parlais de ceux qui ont certains comportements.",0,2021-03-20T04:50:23Z,n,
91,Mimi Mimi,http://www.youtube.com/channel/UCzb5oNAFwnxyC2NIznhnioQ,عندها الحق بصح ماشي ڨاع الرجال,0,2021-03-20T03:27:43Z,n,
92,Nasro Nasro,http://www.youtube.com/channel/UCzIVpu0CZz6vgTtUhFuHBng,هدري نيشان يا العڨونى,0,2021-03-19T21:12:51Z,p,
93,Kiki Mimo,http://www.youtube.com/channel/UCOHSOo5XCRzHcOHKkgZMp3w,والله متحشمي صحيحة الوجه الله لاتربحك,0,2021-03-19T13:07:41Z,p,
94,Mohamed Sabbar,http://www.youtube.com/channel/UCR18lDCZ6nsYZhGnCaxKjog,قالت الحقيقة او جزء من الحقيقة ۔او حتی لم تصب ۔۔۔۔فهاته وجهة نظرها ۔لماذا كل ۔هاذا التخوين,0,2021-03-18T20:00:53Z,n,
95,صانع المحتوى,http://www.youtube.com/channel/UCKJWpzLAyS_kGkEQ-inb6OA,"تحكي على الاسلام  و ماشك تبقي فيه 
حاب نفهم حاجة شكون لي قالبك ممثل انت اكي متجيش انسان 
و مرة جاي تعلمي اهدري باش تنصحي",0,2021-03-18T17:02:15Z,p,
96,nousa morsli,http://www.youtube.com/channel/UC_ezUZv_8IPc1xVsqILLuWw,ماكيش غاطة حبيبتي نحبك موت عليك,0,2021-03-18T12:17:21Z,n,
97,قناة مريومة للحلويات Nail,http://www.youtube.com/channel/UC073NsBUz7_cuEZr9of5bJA,وانا جيت اليوم نقولك بصحتنا مش راح نشوفو كمارتك في هذا رمضان,3,2021-03-17T19:11:07Z,p,
98,Beldi Youcef,http://www.youtube.com/channel/UCayiwxkfXj-L13ty4Itpixw,ننياا ماتسوايش ڨاع في هاد الدنيا,0,2021-03-17T13:43:02Z,p,
99,EVERY THINGS,http://www.youtube.com/channel/UC7QSS8Avq7Wultci39MWZKQ,الفديو تاعك معرض للحذف نضرا لتفوق الديسلايك,0,2021-03-17T00:55:23Z,n,
100,Reda cmr,http://www.youtube.com/channel/UCjzeYkTUXwY7bKV3GYp4NOw,تفوووو,0,2021-03-16T21:11:20Z,p,
101,Sid Ali Bezzi,http://www.youtube.com/channel/UCtH0M0OLIoSakrbh-VQBhzA,الله يلعن😠👹,0,2021-03-15T10:26:59Z,p,
102,Sid Ali Bezzi,http://www.youtube.com/channel/UCtH0M0OLIoSakrbh-VQBhzA,انتي ماشي مسلمة,1,2021-03-15T10:26:19Z,p,
103,Sid Ali Bezzi,http://www.youtube.com/channel/UCtH0M0OLIoSakrbh-VQBhzA,واش دخلك,1,2021-03-15T10:24:35Z,p,
104,Amina Ben Khellaf,http://www.youtube.com/channel/UCyDqdH1LTQvsT20-WpgLyVg,كي تسترو رواحك وتقلو رواحك مايجيكم حتا واحد,0,2021-03-14T23:22:44Z,p,
105,khaled khaloud,http://www.youtube.com/channel/UCg7NNZRHbm62gToVXclWdpQ,واش حسبة روحك... angelina julle. ويلا.. carolus ton.. هههههههههههههههه,0,2021-03-14T08:00:59Z,p,
106,Nadine Din,http://www.youtube.com/channel/UCTv9NwtP41N9Dez1uxJhLWA,نقصي من المايكياج نشوفو وجهك وجه معاد كيما يقولك,0,2021-03-14T00:15:19Z,p,
107,Walid Dob,http://www.youtube.com/channel/UCpPxbQ1PggrRENJGOFmZp1A,سترا هي حل حتى اكثر مضطربين و متحرشين لن يتحرشو بي بنت مستورة جامي صرات عندنا وحدة مستورة تبلوها حنا نتبلو غير فوحة كم انت,0,2021-03-12T22:53:16Z,p,
108,Reda Reda,http://www.youtube.com/channel/UCU1DPYJw-fdbwvCtitMKhAg,روحي انصحي روحك,0,2021-03-12T21:40:02Z,p,
109,لا أريد قناة,http://www.youtube.com/channel/UCVttkYVQfGPpdKvtDxxx5bg,كافيا تاع الصح 😒😒,1,2021-03-12T18:55:38Z,p,
110,Maria Rania,http://www.youtube.com/channel/UCBzlFJdFB5JUnFFBtQ3-R2w,"بلعي بلعي بلعي ههههههههههه😃😂😂جبهتك قد الكرة الارضيةهعهههههه
😂😂😂",2,2021-03-10T18:12:28Z,p,
111,Maria Rania,http://www.youtube.com/channel/UCBzlFJdFB5JUnFFBtQ3-R2w,ههههههههههه 😂😂هاوالله لوكان جات شابا لاقلنا معليش بصح هي والضيع كيف كيف ههههههههههه ههههههههههه ههههههههههه😂😂😂😅😅😁😁😁😀,0,2021-03-11T18:14:55Z,p,
112,Marie Marie,http://www.youtube.com/channel/UCor6bZLmCOmjwj-4U3tkeAw,🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂🤣🤣🤣,0,2021-03-10T19:59:35Z,,
113,Marie Marie,http://www.youtube.com/channel/UCor6bZLmCOmjwj-4U3tkeAw,🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂🤣🤣🤣,0,2021-03-10T19:59:35Z,,
114,Marie Marie,http://www.youtube.com/channel/UCor6bZLmCOmjwj-4U3tkeAw,ههههههههه والله غير جبتيها ههههههههه ههههههه هههههه,0,2021-03-10T19:58:21Z,n,
115,Amel Aitmeddour,http://www.youtube.com/channel/UCFBftpfhhxHsDtmWkBvQCQA,قالك واحد حب ايولي مشهور ديرو عليه قالولو روح اخرى في تالة راح خرا,0,2021-03-10T12:21:44Z,p,
116,Atman Hasan,http://www.youtube.com/channel/UCkfWe_muaDYjB4PZtHZPIUg,معليش نسقسيك واش كي تموتي،واش نستروك ولا لا,0,2021-03-10T10:04:34Z,p,
117,123 Sultan,http://www.youtube.com/channel/UC7oO0w9fTmoNN6gR0DXZuHg,كيلو ماكياج,0,2021-03-09T03:42:30Z,p,
118,Madi Pirou,http://www.youtube.com/channel/UC4jWkMlnVLduIqIskqZKNBQ,جبهتك قد مطار هواري بومدين,0,2021-03-09T00:16:45Z,p,
119,Aymen Bandou,http://www.youtube.com/channel/UC3GKXkrXvA8K45jy6-0LF5A,الكحل ديرة حتى الوذنه,0,2021-03-08T21:27:48Z,p,
120,fatima zahra bekrattou,http://www.youtube.com/channel/UCc490ogxfpaL6sw8N-o4CGA,كلامها صحيح 100 ب 100,0,2021-03-08T19:32:59Z,n,
121,loka Moka,http://www.youtube.com/channel/UCQ9O_4uTJzxgDz05nwAG9uA,بلعي فمك لانجي بلعوهولك ڤدقد,0,2021-03-08T18:13:53Z,p,
122,Nono Tasnim,http://www.youtube.com/channel/UC9h6_27QtYn45hiyVLtfW_A,أتربي,0,2021-03-08T16:10:53Z,p,
123,Nono Tasnim,http://www.youtube.com/channel/UC9h6_27QtYn45hiyVLtfW_A,غول مشي مربيا,1,2021-03-08T16:10:30Z,p,
124,Nono Tasnim,http://www.youtube.com/channel/UC9h6_27QtYn45hiyVLtfW_A,ككككككككككككلااااااااااابببببببببببببب،😂😂😂😂😂😂😂😂😂😂😂😂😂😊😊😊😊🤭🤭🤭🤭🤭🤭,0,2021-03-08T16:10:11Z,p,
125,Mali Hamdani,http://www.youtube.com/channel/UCWUFAVFzpjtx7vnTgg9bESw,سمحيلي  بصح قمح مشرك,0,2021-03-08T15:26:57Z,p,
