,bad_word
302,لازم توزني كلامك
303,بالعي بالعي فمك
304,جبهة كي سرالها
305,نحملهاش هاذ المخلوقة
306,بلعي فمك وحشمي
307,امشي اتحجبي وترباي
308,فمك جبهتك قدقد
309,قبح الله وجهك
310,وحد منهم نتيا
311,بهدلتينا يا طلابة
312,مليحة ليها فيكتورين
313,نت وحادة مهبول
314,مانسحقوش لي يربينا
315,نتي هيا امريدا
316,شكون هاد جرانة
317,تجمعي وماكيش حاشمة
318,ترخف انت وهي
319,انتي انسانة مكروها
320,اهدري بالعربية يالبدوية
321,عندها جبهة التحرير
322,وتزيد تكذب 
323,من هذا البوكمون
324,بوجبهة مكاموفليا بالشعر
325,تكذبي وبزاف تاني
326,جبهتك والكل يضحك
327,تروحي ماشي خير
328,اعقاقي طلعي القلب
329,شكون الطحانين لعرضوها
330,روحي تخري بعيد
331,في سلة المهملات
332,تفوه وجه الشر
333,الجزاير مرحاض فرنسا
334,قيو الزلط واعر
335,الله لاتربحك نشالله
336,بركاي بلاكدب اف
337,روحي تلعبي بعيد
338,ادي حكايتك بعيد
339,خريه مهما بررتي
340,قييو راهم فاقو
341,امشي تخراي بعيد
342,جبهة التحرير الوطني
343,مزالك عايشة الجبهة
344,الزبلة درتولها الشان
345,نحي اعلينا لخمج
346,بودماغ شوشا تاعك
347,وتزوجها مسكينة بارت
348,ياو فاقو نعناعة
349,يخي خرية يخي
350,اضربو يعرف مضربو
351,اتفه مخلوقات الجزاير
352,الجبهة تاعك ختيتو
353,كاين المرخس بزاف
354,لا نحتاج امثالكي
355,متحشميش وجهك صحيح
356,طز فى وجهك
357,راهم فاقو طز
358,فاقو احكيها لبيبيط
359,كذابة على الشعب
360,حكام العسكر الخبيث
361,سو تاع امك
362,يحق راص تاعك
363,يحبو نيكو معليش
364,اعطيلهم ونحيلهم الكبت
365,برتي برابي نشاله
366,حشا خلق ربي
367,ياودي انت هيشة
368,يا خي مهرجهة
369,خامجة خماج تفواا
370,تفو خماج وشكرا
371,نتيا نسيتي روحك
372,نحكمها نفعل فيها
373,حلبوها ولات تكبر
374,20 دورو مصدي
375,انت حاشاك والسلام
376,قادري روحك يالالا
377,الله لا تربحك
378,مونية عروس الزيڨوات
379,انسانة مهيش متربية
380,القصاص يطبق عليك
381,دير كلو مكيج
382,الجزايري نقش كبير
383,ڨالتها جبهتك جبرية
384,بقداه تبات الليلة
385,وشبيه هذي تخلط
386,ما ممربياش طفلة
387,التبهدايل كامل عندها
388,منيا غير متربية
389,متستاهلش الرد اصلا
390,خلينا من القح
391,عندها الحق ماتحشموش
392,خر ياو فاقو
393,راهو خرج فرعون
394,معندکش رجال نتی
395,روحي يصفرلك الوجه
396,مي مريضة هاذي
397,نع دين باباك
398,هكدا ماحشمتي ماخفتي
399,وجعتيلي راسي بهلولة
400,هاذي مريضة نفسيا
401,من هاذا البوكيمون
402,فيمينست  زب
403,القصاص يطبقوه عليك
404,امراة وبقرا و404باشي
405,مسكينة خلي تحلم
406,عندها لحق حلابين
407,حاشى خليقت ربي
408,يا بو جبهة
409,لالا حجون يماك
410,كافية ناتنة تفوه
411,روح اغسل وجهك
412,باختصار ياخي حمارة
413,هاذي خسها مسطااش
414,ڨاع فاتو عليك
415,حشارا وخصار فيك
416,والله لرجال ومتشبهيش
417,نوريلك تعقان تاعك
418,طوموبيلتي ياخي حابسة
419,شكيط تقعدي شكيط
420,روحي سقمي فمك
421,هاذي شكون جيفة
422,والله راكي مخلوعة
423,يا واحد الجاهلة
424,تخرا الدونتيفريس بالاك
425,مشي متربية نتي
426,انت واش تكوني
427,عليها قعدت بايرة
428,انسوها تطفى وحدها
429,نحكمو قلویك الفایحین
430,وانت شكون یالبهلول
431,حشرة ما تقيموهاش
432,كدابة  
433,والله ما تحشمي
434,تشبه لفتحي رويال
435,خصها واحد عريض
436,من بكري زواخة
437,نتحداك تنحي لمكياج
438,خطاك انتيا بڨرا
439,ياخي شادي ياخي
440,يا وحد الفايحة
441,ياخي قديمه ياخي
442,نتي تلحقي شعب
443,روحي نحي مكياج
444,ياخي باشعة ياخي
445,هذي كرطون ومايعرفهاش
446,جبهتك قد مستغانم
447,ديتها في قاعك
448,كي دايرة تفو
449,نتي كيلوط خنز
450,قاعك انت تاني
451,الجلاخ يتبع الجلاخ
452,بلعي فمك خامج
453,دبان يتبع الخرا
454,روحي تعطي بعيد
455,استري روحك مايحلولكش
456,فاسق تقعد فاسيق
457,راكي في ڨعري
458,بلا بلا كلام
459,يمكن الكلام مفبرك
460,خبشيها واسكتي علينا
461,هذي عنده اولد
462,قمة العهر وفسق
463,هادي هك واو
464,واشبيك ضربتي صاروخ
465,خامجة ولله متحشمي
466,يعطيك صخطة تصخطك
467,ادي حكايتك وانتحرى
468,روحي توبي لربي
469,يستهلو اخطر حلبين
470,انتي بين خ
471,يا خاه خماج
472,فايحة ياو باينا
473,كرهتك من لاخر
474,هذيك فنان العار
475,المغرب خط بنفسجي
476,الله يصفر وجهك
477,لعافوهم يجيبوهم اراذل
478,ممنوع دخول الميكروبات
479,مانسحقوش الزبل عندنا
480,وزاير الثقافة ديڨاج
481,نخلهم ينبحو وحدهم
482,الفظلة امتناع الخليج
483,مين رمضان هيفاء
484,يتمثل في العطايا
485,هاذي فرنسا الجديدة
486,كنت نحبك بصح كرهت
487,شحال نكرهها تشبه للحلوف
488,حبهت تحرير اعطيناكي عهدا
489,هدري نيشان يا العڨونى
490,واش حسبة روحك ويلا
491,الكحل ديرة حتى الوذنه
492,سمحيلي بصح قمح مشرك
493,روحي ترقدي على روحك
494,عندها الحق شعب جايح
495,علاه تهدر هك تعي
496,مالكي تعوجي في فمك
497,ريحا تعدم الشعب الجزايري
498,تبهدلي ياوحد الحلوفة الكافرة
499,نتي هيا كيف كيف
500,فمك كثر من جبهتك
501,حلابين الله غالب متفهموش
502,مسكين راح تروح للحبس
503,علاه انتي راكي مسلم
504,جبهة زطل كيلو ورطل
505,وجهك روشي صحيح تفو
506,هاد وجه يريق عليه
507,كلمة حيوانات شويا صعيبة
508,او هي نسات روحها
509,هنا شحال غشيتك بزاف
510,لابسة صليب في صدرك
511,عندك راس تاع دواب
512,باينة كانت جيعانة وشبعت
513,ربي روحك مسحقينالكش تربينا
514,لحم رخيس حلبات براني
515,الغباء لو كان انسانا
516,تعوج فمها يخي خمبلوشة
517,واشكون انت يا حلوف
518,واش خامج في هضرتها
519,جبهتك وسركاجي كيف كيف
520,خرية ناطقة حاشا الناس
521,مازالكي دوري انا كرهتك
522,وجهك صحيح يا متعجرفة
523,امشي قلبي وجهك برك
524,شيطان في صورة انسان
525,اعطيني وجهك نكذب بيه
526,تفو وجهك صحيح متحشميش
527,راكم صامطين جماعة 16
528,تباني غير تاع بيبة
529,وشكون لسامع بيك مبعرة
530,الخرية هادي راح تفر
531,التاريخ مايرحمش ماعندك ماتبرري
532,اف انتي امراى تافها
533,اخ تفوه لوجه الصحيح
534,تكذبي خلاص مات الحوت
535,قيو اوهوه فاقو بيك
536,مونيا ڨاع منحبوكش صح
537,دبري حرفا خيرلك كرهتك
538,غباء مزمن مرض العصر
539,روحي تخراي معليش كذابة
540,مازال الريوق اسيلو من
541,اعطوك اكثر من حجمك
542,روحي سايي زهرك بعيد
543,يو تكدب وتزيد تكدب
544,حالة الجيعان كي يشبع
545,جبريا كافيا تبقاي كافيا
546,ياو خلاست عليك مال
547,ربي اذلك مزالكي تكذبي
548,وجه الطاجين مازالت تبان
549,نتي من بكري فايحة
550,ن ترجمة نحن معك
551,شحال تكذب وجها صحيح
552,همعليش وكيلك ربي برك
553,روحي يا وجاه زاك
554,ياو قيو فاقو بيك
555,كذابه رقعي القعره كبيره
556,مليح القزول يا محاينك
557,واش يا المكبوتة شوية
558,قولي والله يخي يخي
559,الوقاحة في ابشع صورها
560,اشحال منحبهاش هاذ المعزة
561,ماعندك ماتحكي عفناك تفو
562,وجهك صحيح يا المخلوعة
563,بف زيڨو راه يهدار
564,ما تحشميش على روحك
565,خستتني درجة نتاع سكالي
566,ماتاطولهاش قيمة هاذي مثل
567,لا تجعلوا الحمقى مشاهير
568,روحي تلعبي اوجه الطواليت
569,هذي مالقاتش لي يلوحهولها
570,واش راكي حسبا روحك
571,وش حاطا روحك باخصة
572,هادي ديجا مشي بنادم
573,مكيش مربيا تزوخي بدراهمك
574,كي نلصڨك نطير عليك
575,اشكون الجزانة هادي خوتي
576,عيدارية يا بنت الحركي
577,روح يبغلة كيشغل انسان
578,رخيسا مكيش بنة دزااير
579,فرطاسة ولا تعرف تقصف
580,جبهتها قداه تحسب تيمومة
581,والله ما يوڨفلي عليك
582,هذي شحال عندها ماحففتش
583,استري روحك يا جايحة
584,وجهك عڨبة وانا عيت
585,هذه المسخوطة مريضة نفسيا
586,روحي تزوجي وحد بايرا
587,الله يذلك يا مونيا
588,هدي واش حاسبة روحها
589,الصح يحرحر يا بوسروال
590,بينا ملقيتش ليكسرك الترما
591,احذرو منها اصلها ياهودية
592,احذر منها اصلها يهودية
593,نتي شكون يشوف فيك
594,نجي ليك ندز هولك
595,طومبلتي طومبيل اميرة ماترياليست
596,لابس نوغمالمو كاريثا فرنسيا
597,رخيصا وش راح دير
598,خرية ضاربة فيها الشمس
599,هاذي راهي حابة يحرقوها
600,مسكينة مخلوعة في روحها
601,بلع يا عيشة راجل
602,المقدمة تاعك تاع 19
603,ماعندهاش انوثة سبحان الله
604,لاتجعلو من بغولة مشاهير
605,تفوه او خسرا فيك
606,روحي لاباج نغسلك وجهك
607,ماشي مربية التربية 0
608,تعلمي تهدري بركي متخلطي
609,المخلوقة مالقتش لي قيمها
610,قداه جبهتك ياخي حالة
611,غير سكتي حمبوك عييتينا
612,عندها الحق نتوما رخاص
613,روحي كبري لبوندة ورقدي
614,ياربي يقبضوك الشعب الجزايري
615,حتى هيا تشبه لطوبا
616,وجهها 90 غير مكياج
617,الكلب كي يفهم منتنة
618,هذه مغرورة الله يهديك
619,سوتك راهي تاكل فيا
620,انت عار علي الجزايري
621,مالا ناكوك ماخلصوكش انتي
622,كلمة حق وسط شياطين
623,قلتي الحق وسط الشياطين
624,تنحي مكياچ تولي فغول
625,واشبيك الباشعة يا القارصة
626,هاذي راجل ولا مرى
627,حشون يماك ياوجه الشعر
628,نتي عرة ماتسوايش بزقة
629,قلك راشيد نشاله تبراي
630,شكون هاد الحية ياشكوبي
631,لالا حشا خليقة ربي
632,دايرة كي حبة باتانجال
633,هاك شكارۃ سمید وبلع
634,باباك راجل ولا واش
635,یاخی بهلول روح تعطی
636,نريڨو على جبهتك الاسطورية
637,واش يجيك من الحيه
638,حكمتي على نفسك بالاعدام
639,ستري روحك منبعد هدري
640,نتي راه خصك الزيبمباب
641,بنت الحركي الله غالب
642,الخرا كون جا بنادم
643,زيزتك غسلتيها ولا مزال
644,السكوت عن الاحمق جوابه
645,الحيوان اونبيرسون راه يهدر
646,انت عبارة عن بيتش
647,شبيها شكون هاذي لمخلوقة
648,تشبهي لجرانة ياوحدة فايحة
649,هزي جمتك برك براكات
650,تعيف القلب بدون اخلاق
651,خلاصلها البوز مراكش فاهم
652,خلاصلها البوز شهرة ضاعت
653,تفو تفوه تفوه اختفوه
654,ربي يهديها ولا يديها
655,خامجة فايحة تزيد تهدر
656,واش يجيك من الخامجة
657,موسيقى ضحايا الارهاب هع
658,ختك علا بالك راهي
659,راهي طيحتلكم ابردو دوكا
660,ياو فاقو هى وصوتها
661,حرام عليك عيب والله
662,واش بها هذه هبلت
663,راعية باتم معنى الكلمة
664,هذا رد لجماعة متضامن
665,راو حالف عليك صويلح
666,يحبو البراني يستهلو كثر
667,تستاهلو يا حلابين شه
668,صوتها هيا لي تسب
669,المهم ياجوج وماجوج ومايفريوهاش
670,ماشي مربية الله غالب
671,هذي هية بنت الفميلة
672,هذي طلعت بنت مصيبة
673,ايه في واحد الوقت
674,وينتة نجي نقلع شوية
675,ليميلحقش العنب يقول قارس
676,فاسقة وتتعرض لشرف سيداتها
677,ياخاه الله يذلك ياخاه
678,الجزاير لاتحناج الي المنافقين
679,راحوا خيرو الزبل يجيبوهم
680,خسارة فيه اسم محمد
681,لا نريد ابواق الشيطان
682,هادوا خماج ماشي فنانين
683,في زوز يتبعو الماسونية
684,الشعب لا يريد الرخاس
685,العصابة تستفز في الشعب
686,كل هذا لدعم الماسونيه
687,وزيرة الثقافة الجزايرية يهودية
688,والله هدي الوزارة متحشم
689,هاو الزبل بدا بان
690,ارض الشهداء ترفض النجاسة
691,يجب ترد وزيرة الدعارة
692,يكلو الغلة يسبو المالة
693,الشمايت يعرفون بعضهم البعض
694,هاذو خماج ماشي فنانين
695,زيزو زيزو فيك بارك
696,تبون نتاع غبرة برك
697,الحراك خليناه لولاد خرانسا
698,لا العاهرات في بلادنا
699,لويدخل الجزاير اشرب دموا
700,ممثل منحرف ليس محترف
701,فيلم قوس قزح زنا
702,بني منقاش يخي نقواش
703,لا لساس لا راس
