,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
38,kadour afb,http://www.youtube.com/channel/UCNHlbSu7MHE7jWzjPFfOxhw,واش تكون هديك الخرية تاع مونيا باه تهدر على الرجال تاع دزاير اللي كانوا يخزروا فيها لاخطر تخلعوا ما فهموش ولا هذي بني ادم ولا رجل ولا مرا ولا مهرج تهدر تجمع بلي ڨاع دزيريين هكاك بصح الغلطة تاعنا اللي خلينا وحدة زبل كيفها تولي حاسبة روحها,1,2020-10-17T10:51:47Z,p
39,Hamza Ouzenati,http://www.youtube.com/channel/UCiBz0DnJ5QU9ZWO_q_iD1Ag,يا خي جايحة,2,2020-10-17T01:17:40Z,p
40,wahih vo,http://www.youtube.com/channel/UCqbEkGoZk_0tTLPuy9lr3Rw,في هذه والله ما غلطتي شعب كعبة في راسوا,0,2020-10-17T00:18:05Z,p
41,Rida Sido,http://www.youtube.com/channel/UCc22gy3a_bvF70J0vDcEy1A,راني حايرة غي والديها وين راهم كدايرين تفو,0,2020-10-16T23:24:05Z,p
42,سارة مصطفى,http://www.youtube.com/channel/UCkMmzqZHMvQDs30xWXX-z9Q,ربي يهديك يا معزة تفو متشبه لوالو حاشة المعزة,1,2020-10-16T22:58:58Z,p
43,Abdenour Hadj Youcef,http://www.youtube.com/channel/UCSq6zU4mvR040HlVJvp_K3g,تفو خلاصت الهدرة استرو رواحكم بهدلتونا,0,2020-10-16T22:10:31Z,p
44,NINJA FF,http://www.youtube.com/channel/UCY4qRcVnRjWgNZINbgAm8Bw,مشي قاع كاين الرجال روح سطر رووحك ومن بعد هدر على الجزاءر نت الى تشوف فيهم طرف لحم حنا نشوفوك مشي مربية,4,2020-10-16T21:17:57Z,p
45,Kripa Mostapha,http://www.youtube.com/channel/UClhR-RfbbCJW3zzc_DWuptw,خامجة كافية تقتلي دايرة طابلو في وجهك وجية تهضري مكروبة,0,2020-10-16T20:59:09Z,p
46,Aida Imen,http://www.youtube.com/channel/UC5yyDfbhCkVrw7J-b-eZ2FA,عندها الحق بردتلي قلبي نتوما متحملوش لي قول الصح الشباب الحزايري مكبوث خامج موسخ نستعرف بيك كتلتيهم بالقنطة,0,2020-10-16T20:44:08Z,p
47,Ryma Hassani,http://www.youtube.com/channel/UCQI30pA9QOCuHer4fN8zs9g,اذا خوك راه موسخ ومقمل سمحيلي مراناش كيفكيف,0,2020-10-16T20:47:50Z,p
48,iss an,http://www.youtube.com/channel/UCkU4h69nPXN5zvSgRJPvH-g,حكمتي على روحك بالاعدام وزيد تموتي بايرة ونشوفوك لتريقي على راجل ولا يا شماتا,2,2020-10-16T20:34:50Z,p
49,Madi Hidara,http://www.youtube.com/channel/UCIOUB811M05S0rgbeFc5Eww,يا خاوتنا قالك خذ الحكمة من افواه السفهاء انا ما رانيش نقول عليها سفيهة قلتها لهاذاك الي يجي يقولي فايحة متبرجة يا اخي نتا ماشي رب تحاسب هاذي اول حاجة ثاني حاجة عندها الحق ما تخزرش فيها حتى لو كانت عريانة لانه حرام عليك ما تقوليش متبرجا تروح تستر روحها نقولك ما تحكمش فيها نتا ماشي قادر تحكم غير في عينيك تقولي تبل روحها نقولك بدل روحك نتا خاوتي هاذي واش قالت كامل صحيح نتا الي راك تقولي هوما يلبسو نقولك كي تروح لربي قولو خزرت فيها لانها كانت ما لابساش مستور تريتيتها زنينا انا خاطيني هيا زانية نتا ضحية قولو انا خاطيني لقيتهم يبيعو في الشراب شريت شربت لاكن هوما باعولي انا خاطيني بلا تنوفيق شعب طوني علابالو بلي عندها الحق يحب يتفلسف زيد حت بناة الفاميلية ما تطلقوهمش شفت حتى الي يكحل في نقش,0,2020-10-16T20:04:17Z,p
50,jak jak jak jak,http://www.youtube.com/channel/UCWVxT9qFY7rrqSY21tEfVYg,انا مربي كلبة شابة عليها بلا مكياج,0,2020-10-16T18:00:04Z,p
51,Zamzam007 Mchimcha,http://www.youtube.com/channel/UCYxWJZcNzkIZYpkH8w_l3Ww,حتشون يماك,1,2020-10-16T16:09:02Z,p
52,Apderaouif Makloufi,http://www.youtube.com/channel/UCLBUBqKE35JQavJXJVckM1w,عيب اعليك اختي باش نهدرو الصح التحرش هذا راهو فكل البلدان بصح نورمالمو تفرحي كيتعرفي بلي الاغتصاب فبلادك راهو بين اقل النسب فلعالم وكي قلتي كاين متحجبات مطلقوهمش التحجب ماهوش اك تلبسي كي الكوجاكا تستري راسك وتعري ملتحت واللي يتبلاو المتحجبات اقليل بزاف غير مكا لاه الكذب او دارو بزاف تجارب اجتماعية تثبة الكلام انتاعي او ديجا باين ملفوطو بروفيل انتاعك بلي التربية زيرو روحي شوفي كيفاش راهم قاع يشطحو فتيكتوك بهدلتونا شوفي مونيا هذي ميفاش امعرية روحها انتوما هوما اللي مخلوعات كيتشوفو طونوبيل اتريقو او حاشا بنات الفاميليا اللي ماكيش وحد منهم ويمثلو20 برك ملمجتمع ذك انهار خارج امعا بويا وبويا ايشوف فيهم كيفاش امعرين او يمشو او يلعن بصح ماكانش يزقي فيهم قلبو دار كيشافهم ونا احشمة مالقية مين انحط وجهي وديجا الرسول راهو اهدر اعليكم قال رسول الله صلى الله عليه وسلم صنفين من اهل النال لم اراهما نساء كاسيان عارية وهذا الصنف اللول هو انتوما تسما ماذا بيا اتقوليلي الشعور انتاعك ونتي علامة من علامات الساعة ضرك العرب قاع راهم ايقولو بلي الدزايريات قاع قحا,0,2020-10-19T20:58:44Z,p
53,Biba Didou,http://www.youtube.com/channel/UCSo8haScenkeSpRVEh389wA,انت واميرة تاعك مخلوعين راني حايرة فيكم انتم لا تمثلون النساء الحزايريات الفحلات انتن عرة النسا اولا نحي قنطار ماكياح اللي راكي دايرة امبعد ارواحي قابلينا,231,2020-10-16T15:11:13Z,p
54,Youcef Aliouat,http://www.youtube.com/channel/UCrx5PMGsDTcev9mbO-U9kPw,روحي اغسلي فمك وتتلمي تهدري معا الناس باحترام مانيش نعس فيك راني نشوف فيك دافعي عليها انا ما ندافعش على حثالة المجتمع لي كيفك وكيفها ندي حملات في الانستا على وحدة ماتسواش بصلة,0,2020-10-19T20:12:25Z,p
55,Mustafa Dahkol,http://www.youtube.com/channel/UColgVydnd_pOjSYs63u5Qjg,روحي شوفي كلب يعضك استرو رواحكم حنا مانشفوش فيكم الرجل مطالب بغض البصر بصح معاكم وقيل حابين نديرو كمامة في عينينا خير,2,2020-10-16T04:10:36Z,p
56,Ridha Avm,http://www.youtube.com/channel/UCawKRt_8ZTeZBFyaQIXVnxA,خانزة هذي ماشي متربية هذا اصلن عريانة,1,2020-10-15T14:54:16Z,p
57,hi ba,http://www.youtube.com/channel/UCOP5SYljUkzLbJ0qCX9-PmA,ربي يهدي ماخلق محقهاش تعمم ماشي قع رجال كما قلتي حاشة الحمدلله مزالت كاين رجلة اصلا دزاير بلاد رجال وهاذوك لي غتاصبو ويلعبو ببنات ناس حسبنا الله ونعم الوكيل فيهم وهاذوك مايمثلوش لجزاير ماشي معناها كامل مشي رجالا ويحوسو على نسا بلاك هاذي عندكم مي عدنا الحمدلله الحشمة السترة بالعكس نخافو من خاوتنا واهلنا نتي امشي عريانة وارواحي قوليلي مكبوتين علاه مايتبعوش هاذيك لي متخلقة لي ساترة روحها الله يهديك ولي تجي تقلي ماخلاو لا لمتبرجة لا لمتحجبة نقلها كاين لي تمشي صح مريڨلا وخاطيها راها باينة,32,2020-10-15T10:22:11Z,p
58,سارة Sara,http://www.youtube.com/channel/UCE5YoleHSoF8W9u5dzVu4wQ,بلع فمك,1,2021-01-18T17:22:20Z,p
59,Imen Mahdjoubi,http://www.youtube.com/channel/UCbQBrgOJ9deiFsLHZVoZKGA,راكي تغيضي قط ولقا شحمة فايحة خمي بواش تلاقي ربي خمي تنستري قبل مايسترك الكفن,0,2020-12-15T21:31:43Z,p
60,Ya Hiya,http://www.youtube.com/channel/UCCkNp85utePXgHt-N9Ey8Mg,جايحة اسمحيلي بزااف,1,2020-12-06T21:48:28Z,p
61,Hafsa Barrbie,http://www.youtube.com/channel/UCtxk_Tf5irJ6xl7twafzZKw,ماتهدريش علا سيادك يا البايرة,0,2020-12-02T15:24:17Z,p
62,Biba Bida,http://www.youtube.com/channel/UCVrY72qhikyAvcqfrNLug_A,فيهم وعليهم ولعفون يشوف لعفون لمربيين وناس ملاح ورجال ماتشوفيهمش نتي خاطر لميليو نتاعك معفون يا معفونة,0,2020-11-30T12:47:37Z,p
63,Lionardo Donatelo,http://www.youtube.com/channel/UCM_PumMsQSggfqDOcIKyrPA,الله لا يوصل يدك لخدك يازريعة لمسوسة دكان كافيا كيفك تهدد على ولاد الجزاير,0,2020-11-26T14:40:15Z,p
64,رورو ايوية,http://www.youtube.com/channel/UCl5Do2KOQ3787T2CKvuz6sg,من قبل نكرهك زدت,0,2020-10-30T18:10:59Z,p
65,Aboukomay Thouam,http://www.youtube.com/channel/UCBNpg-4AfRgyUm63t2h-zmg,حاشا لي يقرا في تعليقي كون جا لخرا مليح ما يدور بيه الذبان معناها راكي خرية وناس بكري قالو الفم المغلوق ماتدخلو ذبانة معناها درتيها بروحك يا لعريانة ونختمهالك بهذي من جاور لجواد جاد بجودهم ومن جاور الارذال زاد عناه ومن جاور البرمة تطلا بحمومها ومن جاور الصابون جاب نقاه نتي ومثيلاتك كامل موسخين,0,2020-10-24T23:35:55Z,p
66,Yassmine Gadwar,http://www.youtube.com/channel/UCuOj1-Oe0A4RPoNN8dSOFTA,قع لهدره لي قالتها صح وعندهاا لحق نتوما ولا ادكم لي يقوول لحق وصح يوليي شيين تقبلو رواحكم وي نتم شعب تافه حاشا ولاد فاميليه وبناات فاميليه,0,2020-10-23T21:40:46Z,p
67,Art Of life,http://www.youtube.com/channel/UCaAkn_7ChTeeXs5yIKU-0kA,الرجل الجزايري لي عايرتيه وسبيتيه هو لي دار الحراك باش تعيشي في كرامة الرجل الجزايري هو لي راه في الجيش ومايرقدش حارس عليك باش نتي ترقدي هانية وتمشي في الطريق عريانة بكل امن,1,2020-10-23T18:57:52Z,p
68,مسلسلات رمضان جزائرية,http://www.youtube.com/channel/UCTnAd3C5BrwFfNMLi6W2pmQ,تفوه خماج فسدو لبلاد,1,2020-10-23T19:11:56Z,p
69,Smail Douha Chourouk,http://www.youtube.com/channel/UCQZx8sGJCL9V4m-n3255csg,والله عندك الحق حاجة باينة يقعدو يخسرو فيها باسكو اول مرة يشوفو فرعون على الارض تفو بيها عمبالها راها باربي مونية,1,2020-11-02T07:58:19Z,p
70,مسلسلات رمضان جزائرية,http://www.youtube.com/channel/UCTnAd3C5BrwFfNMLi6W2pmQ,كل واحد كيش تربى مي كانت قادرا تلحق الميساج ياحترام بصفة اخلاقية,1,2020-10-22T22:15:25Z,p
71,haddad karim,http://www.youtube.com/channel/UCWVG_GscjYdu816BgUuoSSA,وحدة كيما انت لوكان تكوني عريانة قدامي كيما خلقك ربي يا والله بدبوس مانقيسكش,0,2020-10-22T20:33:38Z,p
72,Amal Amoula,http://www.youtube.com/channel/UCvZi1MJCSZF2IFRXAtNm8Ng,على عام شيفا روحك وحسب روحك حجا ونتيا ولله خرية خرمنك شكون نتيا حتى تهدري على ولد بلدي استري روحك يا متستهليش انك تكوني مراة جزايرية,1,2020-10-22T20:00:10Z,p
73,houda bachirbey,http://www.youtube.com/channel/UCm4WTiZqloyQDcgapRh--aw,واه نيشان مكبوتين بهدلونا تفو عليهم,0,2020-10-22T16:23:37Z,p
74,RaHma Guiassa,http://www.youtube.com/channel/UCMeZgYk-lU93xAR-GaeKLnQ,ياو هذا كامل باه تقلكم اي اميرة شرات طاكسي بالفومي ها باركولها خليها تسكت علينا خرا هاذي,0,2020-10-22T11:43:13Z,p
75,bibi Mouh,http://www.youtube.com/channel/UCY4TiSeSNdDQSaY2LG2b5PA,واش من مستوى عندك وشكون الحلاب لي دخلك للسينما دزاير معمرا بالزين انتي ما نعرف منين جابوك ما عندك حلاوة ما عندك زين باه نريقو عليك قداه نكيلو ماكياج دايرا يا جايحة روحي شوفي روحك فالمرايا كلون اقسم بالله العظيم انا كون دجيني بلاش ما نقبلش بيك يا جايحة تلحقي انتي سهيلة معلم زين وحلاوة تربية ربي يهديك,0,2020-10-21T18:25:23Z,p
76,ayoub ayoub,http://www.youtube.com/channel/UCeyrjlPh5yVMmWjQCMBAMew,تسبي فالرجال ونتي متسواش ستري روحك ومبعد اهدري على الناس,2,2020-10-21T16:55:49Z,p
77,Abdedjalil Sahraoui,http://www.youtube.com/channel/UCEHZTuB7aJjiWckPGTj8NgA,متزوجة ولا بايرة,1,2020-10-21T16:13:43Z,p
78,oum younec,http://www.youtube.com/channel/UCllGtGUd3LcNDgJdMQOLZnw,نساء بكري كي كانوا ساترين رواحم تاوحد شافهم كانوا عندهم شرف وشان حاليا عراو رواحهم ولحمهم راه رخيس ومايسوا والو كاين لي يبزق عليهم كاين لي سخر منهم,0,2020-10-21T15:09:21Z,p
