,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
16,مريم البتول,http://www.youtube.com/channel/UCeH1ATAk-Hxt0Ui3J2qj-Sg,23 انا يا اختي ماندافع لا على الرجال لا على النساء انا نهضر الحق الجيل هذا النساء عريانة الرجال ماغاضاش بصرها مبعد يبداو العلاقات الخ مبعد تولي المشاكل يا اغتصاب قتل كيما حكاية شيماء يا امهات عازبات تولي فالشرع نقملي الطفل هو يقول ماش ولدي الخ الحل يا اختي كل واحد يرجع لدينو كل واحد يبدا بروحو يڨد روحو قبل ما ينتقد الطرف الاخر يعني انتي استري روحك واحد مايتبلاك اللي تعري روحها تحط روحها في علاقات محرمة كان تبلاوها ربي يسهل عليها اما كيما تحكي هادي مونيا هادي تاع عاجبتها الطفلة تمشي عريانة تسب فالراجل لي يشوف معاها هادي ماكانش منها,1,2020-10-20T17:25:09Z,p
17,مريم البتول,http://www.youtube.com/channel/UCeH1ATAk-Hxt0Ui3J2qj-Sg,23 شوفي يا اختي علابالك كلمة مكبوت هادي واش معناها علابالك واش عكسها عكس مكبوت يعني شابع فالحرام العياذ بالله الكبت عمرو ماكان عيب العكس احنا ديننا يوصي بالزواج للي يقدر عليه اللي مايقدرش يصوم يصوم باش يكبت رغباتو شهواتو الا تحبوه نتوما يطلقها عنان السماء رانا مسلمين نهضرو من ديننا ماشي نتبعو واش يقول الغرب الغرب راهم ماين يمشيو يشوفو العرى ملي يخلقو زيد ملي يبلغ هو يمارس فالعلاقات الغير شرعية حاشاك علاهادي كي يشوف مراة برا مايبلهاش تبانلو حاجة نورمال حتى عادو يروحو لزواج المثليين,1,2020-10-20T14:48:41Z,p
18,هذيغبعنخعفننخ هذي,http://www.youtube.com/channel/UCV8_1IbZe4-6p--ieSpjifA,روحي تنحي الكيلو للمكياج من بعد ارواح تهدري يخي شحم فايح,0,2020-10-18T11:33:54Z,p
19,Nabila Zellagui,http://www.youtube.com/channel/UCwGgbYmy6yMIbqtb1i0lqoQ,عندها الحق المجتمع تاعنا المستوى تاعو راهو في الحضيض راهو معمر بالافات الفواحش يزيد يدعى الاسلام شعب كامل قاعد في الشوارع على حافة الطرقات يعسو في النسا مطلقو وحدة الوحيدة الى ميسوفوهاش هي هاذيك المغبونة الى قاعدة تطلب متشردة واحد نيهدر يقول نعاونها يلا تدنى ليها يحب حاجة اخرى كلاب ميحشموش زيد من ذاك تجوز تلقاهم قالتلهم الفيد كارهين شوي يسويسيديو باش ينوضو يخدمو ينقو الاوساخ يديهم مكسرين,0,2020-10-18T11:17:51Z,p
20,hanni milano,http://www.youtube.com/channel/UCDYNnHYfelnUxOU-atd3hDg,ماتخافش من البحر كي يتهول خافى من كافي كي يتبدل تاريخك نعرفوه,0,2020-10-18T11:17:38Z,p
21,فارس كيمو,http://www.youtube.com/channel/UC6VmC4ZwyjVfSYqLgw7UKlQ,الحمد الله متربي كنت باغي نسبك مي نخليهلك تحرق انت فالثلاثين من عمرك ومزاا عقل جايح ومتحشمي عيب عليك كان جيت مراة ركي في دارك وتربي في ولادك قاعدة تعسي فالناس وتهدري بلا قياس مكنتش حاب نعلق مي قلقني كلامك,0,2020-10-18T10:54:49Z,p
22,salma sy,http://www.youtube.com/channel/UCnL73R6w8e7FLIb1qsntEeg,لابسة صليب في رقبتها ولا راني غالطة شوفي يابنتي الطفلة كي تولي ساطرة روحها واحد ماشوفها مي كي تولي معرية في بلاد مسلمة اسمحيلي والديها وخواتها وين علاه خلاوا تخرج هاكك,0,2020-10-18T10:47:45Z,p
23,Arya NYMERIA,http://www.youtube.com/channel/UCzzWkaEWJsRD97mIln_NtqA,كنت سترتي روحك ياوحد الخامجة كما قال ربي مايشوفوش فيك روحي شوفي ترا الا يشوفو مع وحدة متحجبة الا يشوفو فيها هكذا الذبان يحط غير على لخماج,0,2020-10-18T10:41:09Z,p
24,bonjour Ben,http://www.youtube.com/channel/UCfArO_e4bvnIBGBosgcRJmg,روحي ستري روحك قبل ما تهدري على سيدك حتى تسواي رجل يديك يا وحدة المطلوقة,1,2020-10-20T20:26:40Z,p
25,Sara Sirin,http://www.youtube.com/channel/UCrGZLKN_HmOx9z5YvpQ1XCA,روحي عاودي تجميل فمك راه اعوج ومن بعد اهدري على سيادك,0,2020-10-18T10:18:59Z,p
26,Queen bee,http://www.youtube.com/channel/UCRpf-jHDe0-9jf1lTVUMprg,صح واش قالت الرجال مروها تقيمو النسا بزاف فوق الحق حتا ولاو شي نسا يحسبو فرواحتيهم حاجة فور هي غير كوجاكة عريانة داير بيها الذبان يا الذبان,0,2020-10-18T10:15:40Z,p
27,maroua dahmani,http://www.youtube.com/channel/UCiaiwByXma9C3hc0dAXsy_g,والله غير كي طيح في راجل رخيس ومهلوس غير يعريك ويكطعك طراف طراف صدقيني هاد الجنس لي راهي تهظر عليه ميعرفش العريان من المستور ميخافش ربي او مراهوش قع سمع الرحمة في قلبو مكاش جوزي قدامو مسطورا هوا بعيد الشر يشوفك عريانا والعياذ بالله حقيقة رانا نعيشوها علاش ننكروها ربي يجيب ساعة الخير امين يارب العالمين,0,2020-10-19T10:45:28Z,p
28,khedidja allou,http://www.youtube.com/channel/UCTaM-c_tSBnOZNeWBv3rz9Q,نتي ضكا مسمية روحك امراة وانثى ناي راكي بعيدة خلاص على الانوثة ماكيش متربية ماكيش باهية وحدة خامجة تحوسي تبعدي على دين وتجبدي في لبنات باش يولو كيفك حنا دينا دين الاسلام ولازم نسترو روحانا حبيتي ولا كرهتي وكي مراهوش عاجبك الحال كان رحتي عشتي في الخارج تخرج عليك هاد العقلية وزيدي ديري مزية وبدلي دين تاعك باسكو متشرفيناش باش تكوني مسلمة,0,2020-10-18T09:14:55Z,p
29,Zinou Zinouch,http://www.youtube.com/channel/UC7vZlL3h3iqdW1lQPg7DxkQ,حنا حيوانات شوهتي خلق الله الانسان لربي كرمه تقولي عليه حيوان ربي ياخذ فيك الحق نيفو بدون اخلاق,0,2020-10-18T08:45:05Z,p
30,Souad Med,http://www.youtube.com/channel/UCgTBCRwTekVZbdXuNdh3ZZw,انقولها روحي حوسي على حاجة تقطي بها جبهة راسك هذوك سيادك لراكي تهدري عليهم,0,2020-10-18T08:31:33Z,p
31,يونس رحمة,http://www.youtube.com/channel/UCqBNJ3GFTSeVafOIOCJSjGg,ربي امر المراة تستر روحها واجب عليها والراجل يبقى راجل ماهوش ملاك لوكان نساء ستر رواحم واحد ما يشوف معاهم نصيحتي لكي روحي اقراي الدين اكي مافهما والو خلاص وكلامك دليل على جهلك غدوا عندي ربي تشوفي الكلام كيفاه راح يكون,0,2020-10-18T08:31:30Z,p
32,Salim سليم,http://www.youtube.com/channel/UCUSTIbVjtbHM6b2rVq2FE4g,اولا هي تعمل في الاعلام لازم تطلع المستوى ثانيا هي من المفروض جزايرية توصف الجزايريين بهذه الاوصاف خطا لا يغتفر ثالثا في واش عندها الحق في المتحرشين اوكي هي سافرة متبرجة علاش ما تبداش بروحها تستر روحها اولا تحترم الذوق العام نحن شعب مسلم يعني خارجة نصف عريانة تحترم نفسها الاول ثم تنتقد اللي قاعد يشوف فيها,2,2020-10-18T17:15:41Z,p
33,إنسانية حرية,http://www.youtube.com/channel/UC2rdWI-Ox2dXmc6qWWVjLtQ,شفت بلي لي كومونتار تاع النسا ضد مونية بزاف نورمالمو جيو في صفها عندها الحق في اللي قالتو ماكانش مرا تمشي في الطريق بلا ما يتبلاوها بالجلباب لا سيفيليزي كبيرة لا صغيرة الناس ولات مريضة نفسيا مكبوتة اترباو اللي يماك ختك بنتك كامل يتمشاو في الزنقة كيما دير يديرلك الناس بكري كانو النسا سيفيليزي كانو الناس مربيين يجوز كلي ما شافش دوك عينيه يخرجو الريوق يسيلو زيد كلام العار خلي لوكان كل واحد يلها في روحو تتقدم البلاد قاعدين شادين القهاوي اللسان طويل,0,2020-10-18T07:55:07Z,p
34,loulou Queen,http://www.youtube.com/channel/UCKaBrKg97L5hyEIPbWr0oYg,رخيسة بزاف مخلوعة تحكي على الحدايد الزوخ,0,2020-10-18T05:40:49Z,p
35,Mohamed Soualem,http://www.youtube.com/channel/UCRdHXsJlg7VZEqGLnjXwTVg,قحبة,0,2020-10-18T05:12:43Z,p
36,Amina Marame,http://www.youtube.com/channel/UCH2tsO06db7CjhuT7H4_NHQ,انسانة جيعانه مشي مربية تحسباها كاين غير هي فهاد الدنيا واحد مراهو سامع بيك عرت النسا ماشي ماصلا رخستي روحك بروحك,3,2020-10-18T02:07:16Z,p
37,عالم العاب,http://www.youtube.com/channel/UCKwZAQ7r0MoAHvmoykD-0UA,والله لوكان جات قدامي ماتزيدش تحلم تعيش انت ماكيش جزايرية دورجين روحي البيض متعرفيش تقليه جاية تحكيلنا الله لوكان جيتي قدام الشبيبة الله ذبحوك,4,2020-10-18T01:45:15Z,p
38,tahr lati,http://www.youtube.com/channel/UCKXaOBlX9LdI8fNUSoVWkGw,لكان قلتيها زمان نقول وي عندك الحق مي ضرك راكي تكذبي ارخس حاجة باس مع وحدة كيفك وبلاك زينة عليك ب10دج فقط ادي اللوك فيك تاعك وطيري راكي حابة ديري البوز,0,2020-10-18T01:40:52Z,p
39,Serine Ghost,http://www.youtube.com/channel/UCxAwQ81RV8jw6OUUHD843yQ,اترحمي على مروان لدارولك طريق واحد ما كان سامع بيك يا نعناعة ماتخليش كلامك كشتاء لتفسد الغلى نصيحة مني اذا كنت زينة استري روحك مالعين اذا كنت شينة استري روحك ملفضايح يتحدث السفيه بما فيه لابسة نورمالمو مراكيش متاكدة بلي لابسة ماشي كامل رجال ذيوبة ماشي كامل نساء نعجات يوسف عليه السلام زوليخة مرت عزيز مصر هي لي راودته عن نفسه ماشي هو افهمي مليح التعميم يضرك يابنت الناس الله يهديك قبل ما يديك,0,2020-10-18T01:40:33Z,p
40,cilia cilia,http://www.youtube.com/channel/UC5DvRPyxNyUWDLBvNHvqobA,اي قلبي هدي طلعوها ديوثيين وديوثات والعرايا كيفها وكان كل وحدة تخرج عريانة وماتحشمش يبصقو عليها بوحد ريووڨ تما يعرفو قيمتهم بلي هما وتوالات خير منهم وانه يحطو ارواحتيهم بلي هدا مجتمع جزايري محافظ وانه هاد بلاد طاح عليها الدم وطاح عليها رجال ونساء على جال الستر والحياء والاسلام ماتقارنش كفار بمسلمين لانه فرق كبير هادوك كفار حلو عينيهم على العرا تجيهم عادي وعندهم معتقد تاعهم عادي مي احنا لا عندنا الاسلام وشرعنا امور نمشو عليها حتى نار وجنة بين ربي طريقهم هدي وامثالها حبو نشر الفساد والعرى ونسا يحكمو في رجال هدي هي ملخر تحيا ولاد بلادنا وتحيا رجال بلاد هدي ماتلحقش رجال بلاد حتى في بول تاعهم لازم يريڨو عليها من وحد بلاصة باه تعرف قيمتها خامجة هدي نسات بلي بلاد طاح عليها دم ورجال بغات تردها بلاد كفار بزعم التحرر والعرى خامجة قتلني بالضحك هديك مونيا غول مش بن فغوول هديك حلووفة خير منها قيمتوها ولاد بلادي اخطوكم من زوبيا خامجة تروح تنقي روحها ماكياج ساترها ولابسها هدي هدفها قاع العرى والنسا تحكم في رجال شوفو حصصها يعطوكم الخبر خامجة هي وامثالها حبو التحرر ونساو ربي لعطاهم في القران كامل الحريات وشرع للمراة وحفظها وكرمها زعما هي بغات تولي سفيرة عدل للمراة جزايرية وتردلهم زعما حريتهم هي عايشة كما حيوان لامبدا لااخلاق لادين لاملة لاحرمة لاوالو وهدي شبعت لحم لحلوف ماعندهاش الغيرة لهي لا لجابوها فايحة,0,2020-10-18T01:36:29Z,p
41,ophtalmo yacine,http://www.youtube.com/channel/UC-LwtrnyStOHo32LknXb31g,الكبت دار فيك حالا يا البايرة,0,2020-10-18T01:12:07Z,p
42,Nour Houda,http://www.youtube.com/channel/UCgG4jKfuSqbtzwRVK1pC05g,قاع ماشي ملاح غير انتي اللي مليحة روحي الله يهديك مستوى متدن ماتعرفيش تهدري,0,2020-10-18T00:19:05Z,p
43,Sid Adem,http://www.youtube.com/channel/UC9w8hGgXzsyK2k-y1-ApGKw,رخيسة وجيعانة,0,2020-10-17T23:13:38Z,p
44,Hamiy Hamiya,http://www.youtube.com/channel/UCnQDMx51yVEcDJYLGBmRiAw,رسول نصح وهدر قال واش لازم يقول هنا تحبس الهدرة حنا رجال وكل راجل ضعيف من جهة الامراة قال الله تعالى ان خلقنا الانسان ضعيفا صدق الله العظيم ديجا روحي ديري حجاب قليلة الحياء كومكتبتش كلام ربي نردمك بالكفير معزة,0,2020-10-17T23:08:28Z,p
45,TMR YT,http://www.youtube.com/channel/UCdJc7wFcBMCc_opyAysgyQw,روحي عند خساني يحامي عليك,0,2020-10-17T22:57:38Z,p
46,Miloud rachdi,http://www.youtube.com/channel/UCLyqJeLxspk6-GizgL4VmWg,قالت الحقيقة برافو عليها ونتوما زبل متبغوش الحق,0,2020-10-17T22:43:42Z,p
47,Abdelhak Benyahia,http://www.youtube.com/channel/UCJ_IvRV-1CLWuj4GsfMY0YA,هاداك جاد 106 شباب عليك,0,2020-10-17T22:32:15Z,p
48,Omar Abdellah,http://www.youtube.com/channel/UCproE5JSjOX84fnLSpfuwxg,زدت ضيعت 3 دقايق اخرين من حياتي في امر تافه,0,2020-10-17T21:02:36Z,p
49,فضاء بنات معسكر,http://www.youtube.com/channel/UC8kgK6yJCp_BkdBYGb8rNRw,هاذي عندها عقدة نفسية من الرجال بيسك محرحرينها اودي روحي ستري روحك مشي قاع الخلق تفرجو فيك وجاية تهدري في ولاد بلادك عرة النساء الله يهدي ما خلق وصاي والله,3,2020-10-17T20:51:09Z,p
50,اولادى حياتى,http://www.youtube.com/channel/UC-G0bA1k2wmMn03eYiibxWA,ياخى رخيسة ماتغرفش تهدر مسمومة مريضة ماتحشمش واش داك تهدرى هاذى الهدرة واش من الفايدة ياخى حالة ياخى,0,2020-10-17T20:42:13Z,p
51,DJAWAD. DJAWAD.,http://www.youtube.com/channel/UCOOHVNy0QoGCIOq1QHZhiIw,روحي ستري روحك ركي عملة تبهديل كبير انت لي مريضة بالرجال لخطر تعرفي روحك مكاش لي يشوف فيك لخطر تشبهي فرس نهر وانت ريحة تخرج ما تحتك روحي دوشي خير قبل ما يشمو فيك ريحتك الفيحة تهدري انت علي سيدك نشوفو بحبك ولا رجلك لي راح تديها بيان بلي هو قوس قزح,0,2020-10-17T20:29:57Z,p
52,Hani Alger,http://www.youtube.com/channel/UClzEHoCPXjz07teLVHpLOYQ,الفاجرة هذي شحال نكرهها هي ورغيس يوجعو القلب وسخ يعيفو كرهونا في تلفزيون الجزايري روحي ازوجي واحكمي دارك يامسخة,0,2020-10-17T19:54:24Z,p
53,Zine ddine Manallah,http://www.youtube.com/channel/UC7el-n3fIPelw4QCEP30Vng,يخي كرفة ياخي استري روحك منكحلوش عليك,0,2020-10-17T19:50:57Z,p
54,mina mina,http://www.youtube.com/channel/UCFv4LcviH2RB81ixJJ0gSEA,كنت نكرهك وزدت كرهتك نتي واميرة تاعك لي عندها فومي,0,2020-10-17T19:07:03Z,p
55,Zaki Bez,http://www.youtube.com/channel/UCoGg5kO8-5UZkcJg9OxqxNg,اكبر خرية في الجزاير اختفوه,0,2020-10-17T19:02:41Z,p
56,محمد رابح,http://www.youtube.com/channel/UCVHd9bIrBNT2wgWJhOPbn3A,حسبتلي نتي لقطة لي عدنا في دار تقول خاوة روحي ربي يهديك,0,2020-10-17T19:00:05Z,p
57,KaDeer Dz31,http://www.youtube.com/channel/UC06RMt5DtObfUazH19GNCzA,زوافية معندنا ما ننتظروا منهم زواف ولاد فرنسا يبغو زب لي ماشي مطهر رشي كي وجوههم,0,2020-10-17T18:55:35Z,p
58,b Nouno,http://www.youtube.com/channel/UCSLCg5Py4RzguQS0zUjhlAw,جبهتك لي دايرة كي ستاد تاع 5 جويلية,0,2020-10-17T18:49:34Z,p
59,Celia Sedoud,http://www.youtube.com/channel/UC9v96Z7dCqtxxnEY2Z6hSIA,يخي جايحة تعيي كي نتي كي اميرة تاعك وهادوك لي قلتي عليهم حيوانات صحي مفهومك بيسك راكي درتي غلطة حياتك كي هدرتي على ولاد بلادك,0,2020-10-17T18:42:48Z,p
60,Latrech Malek,http://www.youtube.com/channel/UCegWEluSdT3c9BontYlWBEA,كل نهار تخرجلنا معزة جديدة تفتيلنا امشي لوكان جيتي بنت فاميلة مديريش هك اتفو عليك مرخس,0,2020-10-17T18:29:38Z,p
61,Houssem Boud,http://www.youtube.com/channel/UCCzU1kda6XNlx7vxOeQQBxg,يا الزح تلبس شوية لبسة كلش مزير مادابيها واحد ما يشوف فيها كيما قالت خالتي الله يرحمها ما نلومش الرجال كي يشوفو البنات لي يلبسو المزير العريانات علاخاطر حتى حنا نساء نقعدو نشوفو فيهم احترمي دينك نفسك احترمي داركم اسم العايلة تاعك استري روحك الله ثم والله ثم والله اذا شفت فيك بخزرا عيانة الله يعميني دنيا اخرة,0,2020-10-17T17:50:11Z,p
62,Yacine Kenane,http://www.youtube.com/channel/UCCnEdOUmLDkvYWAjID0rrNg,يلا راكي حابة تحكيلنا على رجلة روحي علميها لباباك وخوك لي خلوك تبيني في روحك قدام ناس تفوه,0,2020-10-17T17:42:48Z,p
63,BACHIR BOUGARA,http://www.youtube.com/channel/UCik7oqc-uPiM-zzVfgirNrg,رخيسة هذه مغرورة حابة تبان,0,2020-10-17T16:51:45Z,p
64,yahia charane,http://www.youtube.com/channel/UCc-kMxho0YuZNwJjbXPcGdQ,روحي تعطي كون تجيبك طريق لشلف نعتلك شكون حنا,0,2020-10-17T16:39:37Z,p
65,Miminou Minou,http://www.youtube.com/channel/UC-CJdhyu6HBGW2tro4MMFeQ,جبهتك اكبر من جبهة التحرير الوطني,0,2020-10-17T15:31:23Z,p
66,mimi mirale,http://www.youtube.com/channel/UCVh-HYaD_jTvZMg0mILA2Zw,نقلك الحقيقة كانت عندي كلبة بيضة شابة عليك,2,2020-10-17T15:27:43Z,p
67,Iman Zemour,http://www.youtube.com/channel/UC0GCdoc0k48JJeGfzectCUg,روحي تخراي على روحك روحي استري روحك ياخي جايحة يخ,0,2020-10-17T14:42:16Z,p
68,waleed only,http://www.youtube.com/channel/UCE1zHv3VXT6NaqA7EV5XRrg,هيه يا اختي العزيزة كلامها صحيح انت كيما قلتي امراة بالكرش مع راجلك ما خلاوكمش راهو مجتمع مكبوت جدا حاشاك الدابة ما يراطوهاش ربي يهدينا,1,2020-10-17T14:21:54Z,p
69,Ladaycia Bassem,http://www.youtube.com/channel/UCAXZdHiB5RtV4dUOzW0NI9A,واش حاطة روحها خرية هادي,0,2020-10-17T14:11:09Z,p
70,zine berriah,http://www.youtube.com/channel/UCp3-jk-3f73IGLf4Wlj00zw,قمة الغرور خانزة,1,2020-10-17T13:26:19Z,p
71,Didine Zedk,http://www.youtube.com/channel/UCfvqwHq8BkI34Ay5HcmDdzQ,روحي نتيا واميرة انتاعك,0,2020-10-17T13:06:43Z,p
72,ilias B.S.L,http://www.youtube.com/channel/UCG_oyAvlerr5m8Gpghm1P8g,روحي تزمري روحي تبعري روحي تطبقي روحي زيدو منعندكم,2,2020-10-17T13:03:06Z,p
73,Kåmel_ 02,http://www.youtube.com/channel/UCvqCveb830m1sOHxcw269cQ,خامجة ومكيش متربية,1,2020-10-17T12:35:55Z,p
74,Islam Mergui,http://www.youtube.com/channel/UCeDw3tIlMEc2i0V7_X5eTUg,كون جيجتي مراة كون نتي لابسى خيمار ياوجه البق خصار فيك قومونتار وفي ديجا روحي نحي المكاياج لي فوجهك راهوا دباسا 5كلوا وزيد نحنوا كلنا فقراء والله وحد هوا الغني,1,2020-10-17T11:59:01Z,p
75,Mohamed Mohamed,http://www.youtube.com/channel/UC7522F7UK7K-1T2YY6JLZIw,احرقوا هذه الماجوسية المتبرجة فهي عالة وخطر كبير على المجتمع انها معصية تمشي على الاقدام احرقو هذه الافعى قبل ان تبث سمومها في بناتنا الاشراف مكانتك في ذيل ترتيب بنات الجزاير ربما تظن بنفسها اكثر مما تستحق لكن نحن نراك على حقيقتك حثالة مجتمع,0,2020-10-17T11:52:51Z,p
76,Mersellab Abdellah,http://www.youtube.com/channel/UC1o85x2oIrTyGEJ48YMlfPA,روحي ستري روحك اومبعد اهدري على الرجال,0,2020-10-17T11:09:12Z,p
77,ماري عمران,http://www.youtube.com/channel/UCIEwXAb63lvhXBDHOiQxccg,اختي هل اسمك الجهل لانك قلتي الجهل يتكلم انا ماريا اتكلم معك اوضح كلامي غريزةالحيوان تاخذه الى حيوان مثله لكن غريزة الرجل تاخذه الى جنسه اذا وجد فيها مايلفت نظره كالفخدين والصدرالمفتوح و و و اكيد سيبقى الرجل ينظر الى ذالك الحسن المجاني المفضوح ولو سترت المراةمفاتنها عن الرجال كما امرها ربها لكان ذالك اهون عليها وعلى الرجل ولاتكلمني عن اولايك الرجال الذين يتحرشون بالمتحجبات ذالك صنف من الرجال مراض لانهم لايفرقون بين الانثى المستورةاو العارية هداهم الله لكن هذا ليس مبررا لنا امام الله كي لانلبس الحجاب الشرعي,0,2020-10-20T06:09:59Z,p
78,Amine Hamrawa,http://www.youtube.com/channel/UCXVBKo-Sv5dCLB5oHFzuPww,روحي نقي روحك عاد هدري على رجال,0,2020-10-17T06:23:28Z,p
79,Abdo DB,http://www.youtube.com/channel/UChtMjOKxyJJRGDlcSk9hzHw,خاف الجيعان الا شبع عندكو كيدارا جبهتها ماتكملش تفو مخنزة,4,2020-10-17T05:49:41Z,p
80,kaki Bella,http://www.youtube.com/channel/UCjBw16_jKfvhh825EYtOaFg,اقسم بالله العلي العظيم غير عندك مليون حق مونيا الشعب الجزايري ولى داير كي زبل وزيد فعال الشياطين والشابة كامل حاسبين روحهم صح من اهل الجنة وربي تاعهم وحدهم,17,2020-10-17T05:34:37Z,p
81,Hsen Hasen,http://www.youtube.com/channel/UCC-8IBoYMpFLn7Y0JM-4Dtw,ياو كاين الرجال و موسطاشة كما هادي تهدر على روحها مجمعش لوكان سترو رواحهم منوسلوش لهدي الحالة فالثمانينات مكاش هدا التمسخير حيوان خير منها مهم تهنينا من موسطاشات هادو يا لطيف واش راهي رافدة جزاير راهي ليكم كولوها ه هادي لي تكون مشتاقة راجل دير هكدا,0,2020-10-17T23:09:36Z,p
82,kadour afb,http://www.youtube.com/channel/UCNHlbSu7MHE7jWzjPFfOxhw,واش تكون هديك الخرية تاع مونيا باه تهدر على الرجال تاع دزاير اللي كانوا يخزروا فيها لاخطر تخلعوا ما فهموش ولا هذي بني ادم ولا رجل ولا مرا ولا مهرج تهدر تجمع بلي ڨاع دزيريين هكاك بصح الغلطة تاعنا اللي خلينا وحدة زبل كيفها تولي حاسبة روحها,1,2020-10-17T10:51:47Z,p
83,Hamza Ouzenati,http://www.youtube.com/channel/UCiBz0DnJ5QU9ZWO_q_iD1Ag,يا خي جايحة,2,2020-10-17T01:17:40Z,p
84,Hcine Bouaziz,http://www.youtube.com/channel/UCjwRmkzobxC5E9WB3qCpVtA,راكي مفدوده وحقوده من الشباب الجزايري روحي الله يصفر وجهك,1,2020-10-17T00:56:24Z,p
