,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect
11,شهرزاد شهرزاد,http://www.youtube.com/channel/UCg_BcFHtiLXvznbXx5EbewQ,انا شايفة بلي عندها الحق مافهمتش علاه درقو الشمس بالغربال,0,2020-10-18T17:36:59Z,,
12,Amas X16,http://www.youtube.com/channel/UCFuLYX9NKDFKmOe2sd42bTQ,واش اء مونيا نفكرك في سيدي فرج وشنوة تحبي نفكرك نفكرك باش تعرفي روحك واش تسواي يا سرتوفة,0,2020-10-18T17:36:25Z,,
13,Daoudi hassan,http://www.youtube.com/channel/UCXorMqcQi8wvzsupFMjxz_Q,غسلي مجشك مليح مليح,0,2020-10-18T17:33:06Z,,
14,Come on fitness,http://www.youtube.com/channel/UCslVgbgKpCy0hZcNGdumpow,مسكينة حبت تكون ممثلة افلام اباحية,0,2020-10-18T17:30:41Z,,
15,show stopper,http://www.youtube.com/channel/UCy4T7GkXv-eJOWf0y3fK3zQ,راجل عند شهوة نتاغ رجولة هو يشوف نساء ل مايشوفش في نساء هو شاذ جنسي,0,2020-10-18T17:30:09Z,,
16,Salim Malha,http://www.youtube.com/channel/UCbUuILr1x2s6PnMpZ-BxMRA,روحي استري روحك ومنبعد احكي على الرجال طابلة ماكياج في وجهك,0,2020-10-18T17:29:23Z,,
17,Zakaria talbi,http://www.youtube.com/channel/UCOC0gHTuSxdnHky25X0pGZA,خاصك واحد حرش,1,2020-10-18T17:25:05Z,,
18,صاحب القلب الحنون,http://www.youtube.com/channel/UCTmgztHZI2wljz6Lqcl-IGw,حكمة اليوم ياتي زمان يذهب الحياء من النساء الصبيان,0,2020-10-18T17:24:05Z,,
19,louay reghoui,http://www.youtube.com/channel/UCZiB56Hbv-TQygv1jJk3AVg,ستريروحك جايحا,0,2020-10-18T17:18:18Z,,
20,Miral Ahmad,http://www.youtube.com/channel/UC2YnfuzHvXsq7y6rP5btJSQ,لاقصفت لا والو يزيكو من الفتنا حتى الي مسمعش سمعتوه هيا خصصت بعض الفية كذابين,0,2020-10-18T17:08:33Z,,
21,Selman Mebarki,http://www.youtube.com/channel/UCmwWQcjiXliHBzCUlDvl2tg,احنا رجال وانتي والله كون جا عندك ارجال متكونيش هاكا,0,2020-10-18T17:01:22Z,,
22,Kou Kyy,http://www.youtube.com/channel/UC8jAQa0TTs2f1N5qcikto0g,الله نستعرف بيها راي هدرت ڨع وش كاين,0,2020-10-18T17:00:18Z,,
23,nadir amazigh,http://www.youtube.com/channel/UCfHWdLiv7BpBehTyCsJQPzA,عندك الحق 100 100,0,2020-10-18T16:59:38Z,,
24,Laouamen Amina,http://www.youtube.com/channel/UCiaTfIIJayToP3WyaxsBbWA,عندهاا الحق,0,2020-10-18T16:55:31Z,,
25,مسلسلات جزائرية,http://www.youtube.com/channel/UCgAsf7rmgzbFSAaNtGdTllg,بهدلتونا نك ماتكم,0,2020-10-18T16:45:20Z,,
26,يوسف سفاح,http://www.youtube.com/channel/UC_UCVHFzKMA8OjyDf79Edcw,روحي نحي عشرة كيلو مكياج لي راها في وجهك وخرجي برا,0,2020-10-18T16:41:50Z,,
27,Hay Zak,http://www.youtube.com/channel/UCjAHGxJEr-UZSsK8eVVss7A,ولله اكن جات مكاني وله رح اضربها,0,2020-10-18T16:41:07Z,,
28,nina nana,http://www.youtube.com/channel/UCJoci0M2AjoDxZY7dTUnRlg,ماقالت عيب,0,2020-10-18T16:38:33Z,,
29,Wahab Hatri,http://www.youtube.com/channel/UC3JFB6d0I07ncd1NZr6aEvg,او زن اكلامك شعب الجراءري جامي يتهان راهم يدبحوك ويحرقوك كيما ليقبلك,0,2020-10-18T16:34:13Z,,
30,bosila farit,http://www.youtube.com/channel/UCySfKHVBEAOFe9OYsVnBwrA,قالو ناس زمان التالي من الناس مهلك روحو وانما ينطق السفيه بما فيه,0,2020-10-18T16:25:21Z,,
31,Hamza Setif,http://www.youtube.com/channel/UCbdPDv1fHFOLp8xIklbqVRg,نتوما لاه تتفرجو في الضفدع هذا حتى داتها في روحها,0,2020-10-18T16:20:54Z,,
32,amarige111,http://www.youtube.com/channel/UCHvt2qKpl6jEd-rJelFdx-Q,عندها الحق قودو,0,2020-10-18T16:20:26Z,,
33,Abdelhadi Guerruo,http://www.youtube.com/channel/UCflmtw0NHh3eYPDyQr-dMSA,لو وجدت من يجعلها جارية عند قدميه لما تجرات على فعلها هذا,2,2020-10-18T16:18:58Z,,
34,Touta Malak,http://www.youtube.com/channel/UCYrvTRCLnmqQvs5w0Fy7_EQ,روحي اغسلي فمك الف مرة روحي اهدري على شباب الجزاير انا انسانة شابة متحجاب الحمد الله الفضل من الله ومزال ما شفتا واحد سلو رقوها عليا نتي ماعندك لا زين لا الاطاي وجاي تقولي شباب الجزاير ريوقها يسلو عليك حشمتينا عيب عليك نصيحة من لك اتذري من راجال بسكو نتا ما تربيتش بنا راجال,0,2020-10-18T16:17:54Z,,
35,ارام 1009,http://www.youtube.com/channel/UC8DggeMECsfUzuw20s6jvFg,روحي توبي واستغفري ربك مدخلك في في الناس,1,2020-10-18T16:16:05Z,,
36,Badr Badir-31,http://www.youtube.com/channel/UCFghfBi9Lp_kj4Dcon3rptw,مونية في خاطري نصبعلك,0,2020-10-18T16:09:31Z,,
37,Mohamed Adjalia,http://www.youtube.com/channel/UChk0mVXxnlllZZhqq8GRyTQ,تحية احترام تقدير الى كل امراة مخلصة طاهرة ملتزمة دينيا خلقيا,0,2020-10-18T16:09:26Z,,
38,manar moon,http://www.youtube.com/channel/UCvuF_e6coCmNTurfdgj65Dw,لالاتها جابو الباك ب19 ونتوما درتولها فيمة مسكينة تافهة رفع عنها القلم لانو مخها فارغ فيه غير العيب هذا واش تعرف ربي يهديها,0,2020-10-18T16:09:00Z,,
39,Linda Benbrahim,http://www.youtube.com/channel/UCn8uoFLMyeJmU3eM1GCzR1A,روحي غسلي وجهك تبانيلي مليح,0,2020-10-18T16:05:54Z,,
40,Kiki Blink,http://www.youtube.com/channel/UCLkczZsLm6k6zxug1zPobhw,قليلة ادب,0,2020-10-18T16:03:57Z,,
41,آخر العمر,http://www.youtube.com/channel/UC25ZD8hUYuHtuN_p26araFA,سوتك لمصنانة,0,2020-10-18T16:01:17Z,,
42,وردة الرمال,http://www.youtube.com/channel/UCO5GjLfRGmJNi-fbBHt--Xw,انا مراة وكي نشوف واحدة ان نورمال لابسة نخزر فيها لانو ماشي كاستيو عاجبتني لانو نتخلع من اللباس ولا الطابلو ماكياج نتاع وجها خاصة اللباس الفاضح والله غير نخزر سبحان الله وهاذي حاجة طبيعية في الانسان يخزر في الحاجة الغير عادية ونتي كيلو نتاع ماكياج والله غير كي نكون نتفرج فيك سوق النسا نتفرجها على جال المامياج نتاعك الي يخلع وبزاف شارجي عروسة ماشي هكذا,0,2020-10-18T15:58:19Z,,
43,Mostbrah dz,http://www.youtube.com/channel/UCvp6xJ1nQdTEZGC-g3dnFoQ,اه واه انتي مشكوك في امرك تكرهي الرجال الى هذي الدرجة يعني انتي من هذوك لبنات الفاهم يفهم,0,2020-10-18T15:56:22Z,,
44,N a w a f K i m,http://www.youtube.com/channel/UCR4hBZ-anxk90XyZ5V2pL_w,عندها الحق تشوفو في الناس بزاف وتدخلو في لباس تع الغاشي وش دخلكم,0,2020-10-18T15:55:40Z,,
45,Samara Samara,http://www.youtube.com/channel/UCX28R18N2uUVXugDtxUL-iw,ياخي موشنايف ياخي,0,2020-10-18T15:53:53Z,,
46,وردة الرمال,http://www.youtube.com/channel/UCO5GjLfRGmJNi-fbBHt--Xw,ماعليش يامات وتنساوها بصح مونيا قرعتيها ما تعرفيش تهدري الثقافة زيرو ما فهمتش قناة الشروق علاش خدماتك نتي واميرة الي حياتها الشخصية في اليوتيوب دييري بزاف المامياج حتى وجهك ما يبانش بالاك نتي وما تعرفيش روحك في المراية نقصي هاذاك المامياج اللبنانيات وما راهمش كيما نتي وواش دخلك في الراجل الي يخزر في النسا,0,2020-10-18T15:52:59Z,,
47,allouani kadiro,http://www.youtube.com/channel/UCxyoFxGHor-gU-t3T5WgBdQ,روحي غطي راسك راكي عجوز,0,2020-10-18T15:52:08Z,,
48,Zaza Sasa,http://www.youtube.com/channel/UCzFMU7j9JJYBjMcv0Dd8qKw,نخلعو فيك ديرا كي الخرا,0,2020-10-18T15:52:07Z,,
49,الفتى المشاغب,http://www.youtube.com/channel/UC-zYm7fmKDF9lsn6dXEOhRQ,راكي تقولي حنا حيونات نتي معانا قلتي حنا,0,2020-10-18T15:51:42Z,,
50,Zaza Sasa,http://www.youtube.com/channel/UCzFMU7j9JJYBjMcv0Dd8qKw,والله منعرفك,0,2020-10-18T15:50:53Z,,
51,Nari Mane,http://www.youtube.com/channel/UCP-eEfom7YGvfiBnFbvR8Rg,عندها حق مونيا كلامها صحيح 100 نتحدى اي وحد فيكم قودوا منافقين مكبوتين ماشي مربيين ماطلقتوا ني كبير ني صغير الي قالاتو مونيا كلام صحيح,1,2020-10-18T15:50:41Z,,
52,DZ KiLLeR,http://www.youtube.com/channel/UCaRaHJg7ZZ8Lw8ryovkqoLg,خوك باباك محسوبين مع لي دكرتيهم ولا كيفاش,0,2020-10-19T23:44:32Z,,
53,حسام هواري,http://www.youtube.com/channel/UCI3gC1MhiUWdOOxj2BKBASg,ربي روحك نني ياوحد الفياحة,0,2020-10-19T21:55:31Z,,
54,bilal Dz,http://www.youtube.com/channel/UCmKyGKWPS1-kp7QZzqOGr7Q,كي نتي كي هيا,0,2020-10-19T19:08:15Z,,
55,Masoud Kuidre,http://www.youtube.com/channel/UCcMSCQf7qW9GDPoGSD-ix_w,الله غالب شباب جزايري سخون ياحلوفة,0,2020-10-18T15:47:33Z,,
56,lwrd Roza,http://www.youtube.com/channel/UCMzbzf0Apmqq4yTmmcK2mHA,كوشغل نتي متهزريش في رجال يا زرزومية,0,2020-10-18T15:46:27Z,,
57,Aliluo algeria,http://www.youtube.com/channel/UCpF_Njcuwqt5XDISIcSKnVg,حبة حلوة بزاف عليك,0,2020-10-18T15:42:30Z,,
58,أم نبلاء,http://www.youtube.com/channel/UCkmBcxRf_UJAWyp3MeHgdfQ,حابسة مفرينية مسطسيونية ومڨارية الله يهديك هذا ما نڨولك,5,2020-10-18T15:37:50Z,,
59,Sofi Ji,http://www.youtube.com/channel/UCfLlRovQ3iVXxCcjhNZTIFg,عندك الحق الله غالب رجالا خلاصو,0,2020-10-18T15:37:33Z,,
60,Rahma Djouah,http://www.youtube.com/channel/UCSJZjD-DWShgXZ0Uno2vzjQ,لمونيا,0,2020-10-18T15:33:43Z,,
61,Aymen YT,http://www.youtube.com/channel/UCvKTJDvs75NTHN8PblrRpSQ,وجه الميمز الجديد تشرفنا بقصفك لنا ولكن حان دورنا للرد,0,2020-10-18T15:29:14Z,,
62,manel Mima,http://www.youtube.com/channel/UCOmm7sOkA2rCCgcMaC-vMew,هي هدرت الصح مي كاين لي مايحبش الصح صح موش كامل مي كاينن الرخاس,0,2020-10-18T15:26:09Z,,
63,Aicha Gaidi,http://www.youtube.com/channel/UCcEwwVkQ-uwCcXVe-b073Ug,غطي روحك حجبي روحك منبعد هدري على الشوف انت بديتي عريتي الولود كملو يشوفو وين راه المشكل كلكم فالهوى سوى زعما انت تنصحي ياك بدي بنفسك طبقي الدين على نفسك منبعد شوفي للعباد,0,2020-10-18T15:22:48Z,,
64,kacimo juba,http://www.youtube.com/channel/UC1mHImR0ydRxs4G1ZtYPHKw,ضراطة الخانزة,0,2020-10-18T15:15:26Z,,
65,LACOLOMP Djebr,http://www.youtube.com/channel/UC_63vkPELkhLGGf6zO3iT6Q,لوكان تغسلي وجهك نهرب,0,2020-10-18T15:03:53Z,,
66,KhaL Moume,http://www.youtube.com/channel/UCB5mtb70jPz3azWT0endh1A,اكيد لما المراة تبرز مفاتنها تجلب الانظار ليها واكيد اللي ما غضش البصر نتاعه لا علاقة له بالاسلام اذا هوما من صنف واحد اللي قلتي عليه وهو صنف الحيوانات كالانعام صم بكم لا يعقلون انتي راكي منهم لو جيتي تعرفي دينك مليح وواش فرض ربي عليك اقراها مليح فرض ماشي حاجة اختيارية تستري روحك او ما تستريش ربي فرض عليك الحجاب كيما نهى على النظر في المحرمات اذا ولينا صح لديننا راح تتسغم الامة والا فيحق علينا القول من ربي العزة كالانعام صم بكم لا يعقلون,0,2020-10-18T15:03:13Z,,
67,سيف الدين,http://www.youtube.com/channel/UCYI11PMu4INACtlvna3DbKw,نحي لمكياج اضهري يلحقيقة,0,2020-10-18T15:01:26Z,,
68,Othmane Othmane,http://www.youtube.com/channel/UCEVLMcUtfwB2s0BU0cvz_6A,رواحي لموسخة يلحمرة,0,2020-10-18T15:00:29Z,,
69,Chibani Houari,http://www.youtube.com/channel/UCNxiC1sDuxXjTH6XCg8AIEg,نسيتي مين جيتي ماوراء الجدران تحكي على الفرخة ديالك,0,2020-10-18T15:00:12Z,,
70,sofiane medjahed,http://www.youtube.com/channel/UCQi6QXV_9V9hIrqEbgxuDGg,باش نجاوبك بمنطق انت عممتي بعض الاشخاص على كامل الشعب الانسان اللي يقعد في الشارع يعس في الطالع الهابط بانلك باللي هاداك هو الشعب الجزايري الانسان المليح ما يبانلكش ما تشوفيهش بصح بكلامك راكي قصفتيه هو تاني ماراحش يسمحلك عند ربي كون جيتي صح مثقفة عمرك اذا ديري تعميم على كامل الشعب حتى لو كنت تتحدثين عن اسراييل,2,2020-10-18T14:57:35Z,,
71,fifi focha,http://www.youtube.com/channel/UCr5BGlx91WzhOLIKMSpy4AQ,كل كلامها صحيح هذه مونيا بن فغول لا اعرف لماذا تشتمونها لي يقول الصح تشتمووه تحبو غير لي يكذبو وينافقو صح مبقات الرحمة والناس يستشفوو ويشوفو اي طفلة يحلو فوامهم ومكلاه تجو تقولوو بنت مش ساترة روحهاا لانه حتى لمتحجبات وماطلقوهمش رنا نحكو على الاغلبية يعني 80 فالمية من ناس راهم هكا,0,2020-10-19T16:29:43Z,,
72,Rgjgf Dgbhjk,http://www.youtube.com/channel/UCdyillhBXFFUxi3mV27bvjw,نستعرف بها قالت الحقيقة نعم عندنا شباب حلاب,0,2020-10-18T14:56:00Z,,
73,يا رب فرج همي,http://www.youtube.com/channel/UCz_Wg3GOKX_-KVXqXc72Abw,الحصة تاع سوڨ النسا كي راحت فيزية راحت زيدي مفيدة بلاستك ماشي ثم وخلوها للمهابل اللي فارغين شغل,0,2020-10-18T14:52:42Z,,
74,Samah DEGHOU,http://www.youtube.com/channel/UC9kyX_xIxBtQuGjjHVhZYlA,وي عندها الحق هدرت صواب كيما موت شيماء لله يرحمها كامل يهدروا ويستشاوف والطفلة ميتة كل واحد واش يهدر وي هدرت مفيد تخرج برا ميحترمو مرت رجل كاين صح بعض نسا تلبس غير محترمة وكاين خرين محترمات ولله يلحقوها وي عندها حق وشنو متعمش تقول حاشا البعض,0,2020-10-18T14:50:04Z,,
75,MnawerGamer26,http://www.youtube.com/channel/UCiYM64yzLU6IfMGDVFdIgiA,وين راها تربية والديك,0,2020-10-18T14:45:33Z,,
76,Utili Sateuer,http://www.youtube.com/channel/UC7OC3LRXh17GWcJD3tVVEKQ,صح هذاك المديع علاه راهم دايرينه,0,2020-10-18T14:36:51Z,,
77,مصطف فريد,http://www.youtube.com/channel/UCiZZuclq4cXRbvkjmW4zuRA,مونيا لبوالة,0,2020-10-18T14:35:36Z,,
78,Zâkārįä čhêkøùr,http://www.youtube.com/channel/UCw0cG-S-1_QhF-wwB1Hmh8Q,الرجلة والقفازة علميها لخوك وباباك الي خلاوك توري روحك قدام الناس وتتعراو قدام الملايين يشوفوا فيكم بي يهديكم,0,2020-10-18T14:33:55Z,,
79,Hamza Titanic,http://www.youtube.com/channel/UCo6za-rsoHaqTgLNQL72jQg,مسخة الكلوطة,0,2020-10-18T14:33:31Z,,
80,نسرين نسرونة,http://www.youtube.com/channel/UC6z_oYYYbVeNe1pGkR_v2MQ,لم اجد كلام يوصف اسفي لانك جزايرية انت لا تمثلين الجزايرية ابدا الجزايري اشرف منك حنا فخورين بكوننا جزايريين يا وحد ال,0,2020-10-18T14:26:26Z,,
81,Hiko Seijuro,http://www.youtube.com/channel/UCSS5bl2vjAs0A6aDyucltQg,زوك شباب عليك يا بشعة طلعنلك شان,0,2020-10-18T14:25:14Z,,
82,Sife Ddine,http://www.youtube.com/channel/UCcGcJNtNe5EHKn2djlGezlg,اعق كفاش دايرة تقيي,0,2020-10-18T14:22:49Z,,
83,Sife Ddine,http://www.youtube.com/channel/UCcGcJNtNe5EHKn2djlGezlg,مبقالكش بزاف يلفايحة,0,2020-10-18T14:21:49Z,,
84,راضية وصال,http://www.youtube.com/channel/UCOonsetaGPtj2lSKiW7KkAA,هي تحكي صح شوف مليح في كلامها,0,2020-10-18T14:21:00Z,,
85,Eldjazairia Hora,http://www.youtube.com/channel/UCv9ke58LfFnS2NwkFd5pE5w,يقال فاقد الشي لا يعطيه لو كان جيتي مربية كون وزنتي كلامك هذا الشباب راهم سيادك ولاد سيادك وهذا الشباب راه فيهم خوك وليد خوك وليد اختك روحي اصتري روحك هذا الكلام راح تتحاسبي عليه روحي واش نقلك الله يهديك ويصلح حالك,0,2020-10-18T14:20:07Z,,
86,Selsabil Zed,http://www.youtube.com/channel/UCCMPFKdH0Of6b5Gg7J9pL8g,ياك زعما نتي تعرفي دين وربي روحك مراكيش ساترتها لي يشوفك يسمي منك والله ونتي راجل في داركم ملقيتيهش باه يحكم فيك وجاية تهدري وتعمي ثاني هاديك نتي لي يشوفو فيك طرف لحم ومحاسبة روحك حاجة وممثلة وشمن تمثيل وفن هذا راه عفن وكي يشوفوك ناس هكذاك برا عريانة والله ربي غير يسمي منك يجيب بيك حسنات رجال لي تهدري عليهم كون لقيتيهم في داركم متهدريش سبحان الله وجهك وش صحيح قاتلو ريووق بسكو نتي مخلوعة من روحك وناس تالمو يشوف في دراهم غير سترة كي يشوف عيباد برا كيفك جيه بيزار يالفاهمة,0,2020-10-18T14:20:01Z,,
87,Teyab Zerriuki,http://www.youtube.com/channel/UCP49KW0oURb8X9m_htAQoBQ,عندوالحق بوبريطة المهبول,0,2020-10-18T14:11:51Z,,
88,Ala MR,http://www.youtube.com/channel/UCSVxqKiBtV9QRGk4tzHGjUg,والله عندها حق راني معاك يا مونيا,1,2020-10-18T13:47:15Z,,
89,Rahat El bal,http://www.youtube.com/channel/UCDOi7J_wgI8VpOXp4dOiCJA,ولگن كل ماقالته مونيا حقيقة وهي ليست غريبة عن المجتمع تعي ماتقول وهذا الواقع الذي نعيشه كفانا نفاقا ياو تسقمو حتا الواحد كره العيشة معاكم استريح منكم الا عندما اذهب الى النوم,61,2020-10-18T13:43:41Z,,
90,med daoudi,http://www.youtube.com/channel/UCirisY2otSiDW5CcPp9HUUA,مسكين شاب كيبكر على سبعة تاع صباح يخدم وعرق وهي راقدة تقولو عندها صح شيت الى اقصا حدودها,0,2020-10-20T17:52:16Z,,
91,كن مع ربك ولاتبالي استمتع بحياتك,http://www.youtube.com/channel/UCuL0T9yW6kOx4F2h0KFBURg,قال رسول الله قال الشيخ روى ابو هريرة عن رسول الله صلى الله عليه وسلم انه قال سياتي على الناس سنوات خداعات يصدق فيها الكاذب ويكذب فيها الصادق ويوتمن فيها الخاين ويخون فيها الامين وينطق فيها الرويبضة قيل وما الرويبضة قال الرجل التافه يتكلم في امر العامة رواه الامام احمد وابن ماجه وغيرهما,0,2020-10-20T16:30:51Z,,
92,Rahat El bal,http://www.youtube.com/channel/UCDOi7J_wgI8VpOXp4dOiCJA,حشاك يالعروبي انا سيدك ومتحضر اغلبيتكم منافقين لهذا البلاد مالقاتش روحها بثروتها انا ولد وهران الولاية التي تحلمونا العيش فيها,0,2020-10-20T14:49:26Z,,
93,Rahat El bal,http://www.youtube.com/channel/UCDOi7J_wgI8VpOXp4dOiCJA,معكم كاره الارانب شخصيا المشكل الكبير الاغلبية,0,2020-10-20T14:46:51Z,,
94,Rahat El bal,http://www.youtube.com/channel/UCDOi7J_wgI8VpOXp4dOiCJA,امل امل حشاك انا ولد عين الترك,0,2020-10-20T14:45:49Z,,
95,Kader Okacha,http://www.youtube.com/channel/UCnEQ1DT3-Jkoyeg4hArbxFA,ها زوجوها قبل متهبل,0,2020-10-18T13:39:05Z,,
96,moundir sayah,http://www.youtube.com/channel/UCCVvUTQMmmVBw7-8A0hiDDQ,روحي استري روحك بالحجاب قبل ومن بعد ارواحي تهدري على سيادك,0,2020-10-18T13:28:16Z,,
97,Nour Nour,http://www.youtube.com/channel/UC6AK4ly3yqryajMbrnPaFGg,طلعي شعرك برك على وجهك طلعيه برك اربك اقسم باالله غير العزرين يهرب منك,0,2020-10-18T13:27:56Z,,
98,Morad Bensahnoune,http://www.youtube.com/channel/UCiXiHB4DB8EH6m6UZCoNh7A,القصاص يطبق عليك وعلى امثالك باه تتسڨم البلاد ياوحد البقة وجه البق نتيا مكيش مرا نتيا خمسة كيلو ماكياج,0,2020-10-18T13:26:12Z,,
99,Sirin Deniz,http://www.youtube.com/channel/UCNHz9f8biWtPqxj59ljC9xw,عندها الحق كونوا واقعيين ما فهمتش وش هي الحاجة المستفزة في كلامها ياك راهي تقول فالصح ولا درك وليتو شرفاء مكة شعب يحير صراحة,0,2020-10-18T13:11:14Z,,
100,mimi yankee,http://www.youtube.com/channel/UCaRaFkSSgeTUEmhENZJPIpQ,مسكينة مخلوعة من نفسها حطي في روحها هاي انتي والو تحت الصفر كي تفني عمرك فالتمثيل خمسين سنة علي الاقل وتدي جوايز نوبل اهدري كيما حبيتي باينة عقلك عقل عصفور لالوام عليك المثل اقول ماتخافش من لبحر او موجاتو خا الجبري وخرجاتو باينة بلي كنت تاكلي الخبز والماء كي تلعت بيك شوية حوالو عنيك,0,2020-10-18T13:08:04Z,,
101,Mouhamad Amire,http://www.youtube.com/channel/UCeukIh8ufBf_P08KU0ck9tQ,اثيوبيا تشيد اول مصنع في افريقيا لتحويل النفايات الى طاقة كهربايية والجزاير كانت سباقة في المجال حولت النفايات الى مشاهير,0,2020-10-18T13:05:25Z,,
102,FAT IMA,http://www.youtube.com/channel/UCThSvZ_Kqg2AF4nADQxj77A,شوفي كيدايرة ڨاع مشي شابة مشي مربية,0,2020-10-18T13:03:46Z,,
103,Lamou Zuzi,http://www.youtube.com/channel/UCd12CmHgn3zyyx-Tlldtyiw,نحبك مونيا نستعرف بيك نتي قدوتي في بناء الشخصية تاعي,0,2020-10-18T13:03:15Z,,
104,eddiv døçh,http://www.youtube.com/channel/UCmPF4IAcF04WmBg7X9lxJDQ,خهخ منك سريو,0,2020-10-19T13:07:10Z,,
105,Jeusef Dz,http://www.youtube.com/channel/UCaLOqu4x4gtSzOO9fVQfwtA,انا والله اول خطرة نسمع باسم هذ الشخصية وعلى واش قالت هي كون جات متربية تحشم متهدرش هاك ولي متربي متربي راجل ولا مرا المراة ما تفتن الراجل والراجل ما يدناش للمرا,0,2020-10-18T13:02:44Z,,
106,cheyma soltani,http://www.youtube.com/channel/UCCqVHStEgoqvGXTQfxpMVLw,عندها الحق مع اني كونتر واحدة معرية ولابسة جين والماكياج وكلشي رانا بالحجابات ومانديروش الماكياج ومامنعناش,25,2020-10-18T12:55:16Z,,
107,مريم البتول,http://www.youtube.com/channel/UCeH1ATAk-Hxt0Ui3J2qj-Sg,23 انا يا اختي ماندافع لا على الرجال لا على النساء انا نهضر الحق الجيل هذا النساء عريانة الرجال ماغاضاش بصرها مبعد يبداو العلاقات الخ مبعد تولي المشاكل يا اغتصاب قتل كيما حكاية شيماء يا امهات عازبات تولي فالشرع نقملي الطفل هو يقول ماش ولدي الخ الحل يا اختي كل واحد يرجع لدينو كل واحد يبدا بروحو يڨد روحو قبل ما ينتقد الطرف الاخر يعني انتي استري روحك واحد مايتبلاك اللي تعري روحها تحط روحها في علاقات محرمة كان تبلاوها ربي يسهل عليها اما كيما تحكي هادي مونيا هادي تاع عاجبتها الطفلة تمشي عريانة تسب فالراجل لي يشوف معاها هادي ماكانش منها,1,2020-10-20T17:25:09Z,,
108,Pretty Girl 23,http://www.youtube.com/channel/UCoxPdPFUgZuO9uqMB6cCyNA,مريم البتول يا اختي افهميني انا نتقبل الهدرة تيعك وعجبتيني صراحة والله العظيم نحكي الظلم لي النساء فيه كل يوم جريمة ومبعد تجي تشوفي في اشباه رجال يطيحو في بنات بلادهم في اي صفحة وواحد ماداه النيف الكل يستشفاو ويزيدو في الهدرة وكي هدرت مونيا ادي سمعوها وسخ وذنيها كي شافو فيها بلي راح ذخلهم الحبس خافوا قوليلي برك مسوخ يستاهلو دافعي عليهم والله انا وحدة من الناس يديني النيف كل ولية ودعوة خير ميستاهلوهاش,0,2020-10-20T16:36:46Z,,
